Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
8,30940863,30941364,chr8-30940863-30941364,Stable,Stable,Stable,27,Rnf122,170456,,,,,,
17,55931813,55932314,chr17-55931813-55932314,Stable,Stable,Stable,27,Chaf1a,108125,,,,,,
16,96158997,96159702,chr16-96158997-96159702,Stable,Stable,Stable,27,Hmgn1,-38379,,,,,,
7,80342836,80343337,chr7-80342836-80343337,Stable,Stable,Stable,27,Prc1,-48386,,,Blm,111396,,
1,51747427,51748721,chr1-51747427-51748721,Stable,Stable,Stable,27,Myo1b,1044,,,,,,
7,38060977,38061750,chr7-38060977-38061750,Stable,Stable,Stable,27,Ccne1,36234,,,,,,
7,79659894,79660395,chr7-79659894-79660395,Stable,Stable,Stable,27,Ticrr,0,,,,,,
8,84831997,84832875,chr8-84831997-84832875,Stable,Stable,Stable,27,Prdx2,136712,,,,,,
1,139210556,139211057,chr1-139210556-139211057,Stable,Stable,Stable,27,Aspm,243715,,,,,,
4,131826860,131827361,chr4-131826860-131827361,Stable,Stable,Stable,27,Epb41,96052,,,,,,
4,108339291,108339792,chr4-108339291-108339792,Stable,Stable,Stable,27,Orc1,239631,,,,,,
17,46618751,46619363,chr17-46618751-46619363,Stable,Stable,Stable,27,Mrpl2,26866,,,,,,
2,172345160,172345661,chr2-172345160-172345661,Stable,Stable,Stable,27,Aurka,10529,,,,,,
5,49975983,49976484,chr5-49975983-49976484,Stable,Stable,Stable,27,Adgra3,-16027,,,,,,
4,109676170,109676762,chr4-109676170-109676762,Stable,Stable,Stable,27,Cdkn2c,-15294,,,,,,
13,23698214,23698715,chr13-23698214-23698715,Stable,Stable,Stable,27,Hist1h2bb,48019,,,Hist1h1a,64951,,
7,28494019,28494520,chr7-28494019-28494520,Stable,Stable,Stable,27,Plekhg2,-134415,,,,,,
6,36903430,36904125,chr6-36903430-36904125,Stable,Stable,Stable,27,Ptn,-188501,,,,,,
11,64579764,64580265,chr11-64579764-64580265,Stable,Stable,Stable,27,Hs3st3a1,-144432,,,,,,
2,25054254,25054755,chr2-25054254-25054755,Stable,Stable,Stable,27,Nrarp,126003,,,,,,
9,65676215,65676716,chr9-65676215-65676716,Stable,Stable,Stable,27,Pclaf,213521,,,,,,
3,159724494,159724995,chr3-159724494-159724995,Stable,Stable,Stable,27,Depdc1a,-229061,,,,,,
18,56894569,56895070,chr18-56894569-56895070,Stable,Stable,Stable,27,Lmnb1,-186756,,,,,,
18,74207513,74208014,chr18-74207513-74208014,Stable,Stable,Stable,27,Ska1,-12214,,,,,,
9,36833225,36833726,chr9-36833225-36833726,Stable,Stable,Stable,27,Chek1,-124743,,,,,,
14,118854569,118855559,chr14-118854569-118855559,Stable,Stable,Stable,27,Dzip1,19961,,,,,,
10,69351971,69352472,chr10-69351971-69352472,Stable,Stable,Stable,27,Cdk1,-16825,,,,,,
11,69323657,69324158,chr11-69323657-69324158,Stable,Stable,Stable,27,Chd3,19115,,,,,,
2,84455169,84455777,chr2-84455169-84455777,Stable,Stable,Stable,27,Selenoh,213438,,,,,,
6,128142573,128143074,chr6-128142573-128143074,Stable,Stable,Stable,27,Rhno1,213926,,,Foxm1,219893,,
6,128121727,128122228,chr6-128121727-128122228,Stable,Stable,Stable,27,Rhno1,234772,,,Foxm1,240739,,
17,70794263,70794764,chr17-70794263-70794764,Closing,Stable,Stable,18,Myl12a,198892,,,,,,
2,144052560,144053061,chr2-144052560-144053061,Stable,Stable,Stable,27,Snx5,197062,,,,,,
10,37155081,37155582,chr10-37155081-37155582,Stable,Stable,Stable,27,Marcks,-21706,,,,,,
13,92303114,92304030,chr13-92303114-92304030,Stable,Stable,Stable,27,Dhfr,50696,,,,,,
1,24510116,24510617,chr1-24510116-24510617,Stable,Stable,Stable,27,Gm10925,103357,,,,,,
4,116074990,116075491,chr4-116074990-116075491,Stable,Stable,Stable,27,Rad54l,18773,,,,,,
5,107144251,107144752,chr5-107144251-107144752,Stable,Stable,Stable,27,Cdc7,-179929,,,,,,
3,88140483,88140984,chr3-88140483-88140984,Stable,Stable,Stable,27,Iqgap3,-58512,,,,,,
11,6187869,6188370,chr11-6187869-6188370,Stable,Stable,Stable,27,H2afv,238859,,,,,,
9,123161812,123162313,chr9-123161812-123162313,Stable,Stable,Stable,27,Kif15,-210766,,,,,,
16,18626296,18626948,chr16-18626296-18626948,Stable,Stable,Stable,27,Cdc45,153499,,,,,,
8,8507874,8508375,chr8-8507874-8508375,Stable,Stable,Stable,27,Arglu1,156700,,,,,,
10,4210426,4210927,chr10-4210426-4210927,Stable,Stable,Stable,27,Akap12,55453,,,,,,
13,51603313,51603814,chr13-51603313-51603814,Stable,Stable,Stable,27,Cks2,41418,,,Shc3,-172272,,
3,127572487,127573153,chr3-127572487-127573153,Stable,Stable,Stable,27,Larp7,-35773,,,,,,
17,36914036,36914537,chr17-36914036-36914537,Stable,Stable,Stable,27,Zfp57,86626,,,,,,
15,54291107,54291608,chr15-54291107-54291608,Stable,Stable,Stable,27,Colec10,119166,,,,,,
14,98810605,98811106,chr14-98810605-98811106,Stable,Stable,Stable,27,Bora,235116,,,,,,
3,69178262,69178763,chr3-69178262-69178763,Stable,Stable,Stable,27,Trim59,-142974,,,,,,
2,119547162,119547849,chr2-119547162-119547849,Stable,Stable,Stable,27,Oip5,61663,,,Nusap1,70449,,
15,96936652,96937153,chr15-96936652-96937153,Stable,Stable,Stable,27,Slc38a4,57667,,,,,,
9,103899015,103899516,chr9-103899015-103899516,Stable,Stable,Stable,27,Ackr4,184641,,,,,,
2,140668198,140668699,chr2-140668198-140668699,Stable,Stable,Stable,27,Flrt3,-17284,,,,,,
2,157566229,157566938,chr2-157566229-157566938,Stable,Stable,Stable,27,Nnat,-6151,,,,,,
16,96145103,96145604,chr16-96145103-96145604,Stable,Stable,Stable,27,Hmgn1,-24485,,,,,,
8,116935515,116936016,chr8-116935515-116936016,Stable,Stable,Stable,27,Cenpn,-13785,,,,,,
11,60728124,60728625,chr11-60728124-60728625,Stable,Stable,Stable,27,Shmt1,59479,,,,,,
7,28597996,28598497,chr7-28597996-28598497,Stable,Stable,Stable,27,Plekhg2,-238392,,,,,,
18,5161961,5162811,chr18-5161961-5162811,Stable,Stable,Stable,27,Svil,-241421,,,,,,
11,60931712,60932213,chr11-60931712-60932213,Stable,Stable,Stable,27,Shmt1,-143608,,,,,,
11,69098622,69099123,chr11-69098622-69099123,Stable,Stable,Stable,27,Chd3,244150,,,,,,
12,80790186,80790822,chr12-80790186-80790822,Stable,Stable,Stable,27,Srsf5,154682,,,,,,
12,38778627,38779128,chr12-38778627-38779128,Stable,Stable,Stable,27,Etv1,252,,,,,,
6,36844209,36844710,chr6-36844209-36844710,Stable,Stable,Stable,27,Ptn,-129280,,,,,,
12,109773748,109774249,chr12-109773748-109774249,Stable,Stable,Stable,27,Rtl1,-184555,,,,,,
11,73153467,73153968,chr11-73153467-73153968,Stable,Stable,Stable,27,Haspin,-17982,,,,,,
13,24626629,24627130,chr13-24626629-24627130,Stable,Stable,Stable,27,Gmnn,124715,,,,,,
12,73410883,73411384,chr12-73410883-73411384,Stable,Stable,Stable,27,Prkch,173412,,,,,,
1,20820129,20820630,chr1-20820129-20820630,Stable,Stable,Stable,27,Mcm3,-17161,,,,,,
8,84794249,84794750,chr8-84794249-84794750,Stable,Stable,Stable,27,Prdx2,174837,,,,,,
15,103220869,103221680,chr15-103220869-103221680,Stable,Stable,Stable,27,Hnrnpa1,18752,,,,,,
2,162943090,162943849,chr2-162943090-162943849,Stable,Stable,Stable,27,Mybl2,110838,,,,,,
19,5963938,5964439,chr19-5963938-5964439,Stable,Stable,Stable,27,Cdca5,120544,,,,,,
4,81059367,81059868,chr4-81059367-81059868,Stable,Stable,Stable,27,Mpdz,218632,,,,,,
11,40927181,40927682,chr11-40927181-40927682,Stable,Stable,Stable,27,Hmmr,-225786,,,,,,
3,148987532,148988235,chr3-148987532-148988235,Stable,Stable,Stable,27,Adgrl2,-171949,,,,,,
17,71183131,71183882,chr17-71183131-71183882,Stable,Stable,Stable,27,Myl12a,-189475,,,,,,
12,24723417,24724343,chr12-24723417-24724343,Stable,Stable,Stable,27,Rrm2,-15176,,,,,,
11,72024215,72024829,chr11-72024215-72024829,Stable,Stable,Stable,27,Pimreg,17203,,,,,,
2,163203038,163203780,chr2-163203038-163203780,Stable,Stable,Stable,27,Mybl2,-148351,,,,,,
1,175867353,175867854,chr1-175867353-175867854,Stable,Stable,Stable,27,Exo1,12727,,,,,,
11,85844229,85844900,chr11-85844229-85844900,Stable,Stable,Stable,27,Tbx2,-11678,,,Brip1,213238,,
9,107986037,107986698,chr9-107986037-107986698,Stable,Stable,Stable,27,Traip,-35901,,,,,,
19,46045173,46045674,chr19-46045173-46045674,Stable,Stable,Stable,27,Ldb1,-13603,,,,,,
14,104867342,104867843,chr14-104867342-104867843,Stable,Stable,Stable,27,Rbm26,238908,,,,,,
5,30915871,30916372,chr5-30915871-30916372,Stable,Stable,Stable,27,Cenpa,-249094,,,,,,
4,72198936,72199570,chr4-72198936-72199570,Stable,Stable,Stable,27,Tle1,-81794,,,,,,
7,62209258,62209759,chr7-62209258-62209759,Stable,Stable,Stable,27,Magel2,167251,,,,,,
7,27486424,27487203,chr7-27486424-27487203,Stable,Stable,Stable,27,Shkbp1,-144291,,,,,,
16,94312652,94313723,chr16-94312652-94313723,Stable,Stable,Stable,27,Ttc3,56895,,,,,,
11,68939564,68940065,chr11-68939564-68940065,Stable,Stable,Stable,27,Myh10,-248005,,,,,,
11,80428327,80429409,chr11-80428327-80429409,Stable,Stable,Stable,27,Rhbdl3,-127415,,,,,,
7,62382336,62382837,chr7-62382336-62382837,Stable,Stable,Stable,27,Magel2,-5326,,,Peg12,79034,,
11,87358180,87359449,chr11-87358180-87359449,Stable,Stable,Stable,27,Ska2,-248946,,,,,,
7,27526352,27527035,chr7-27526352-27527035,Stable,Stable,Stable,27,Shkbp1,-184219,,,,,,
11,85832172,85832972,chr11-85832172-85832972,Stable,Stable,Stable,27,Tbx2,0,,,Brip1,225166,,
2,24962235,24962736,chr2-24962235-24962736,Stable,Stable,Stable,27,Nrarp,218022,,,,,,
9,44334410,44334911,chr9-44334410-44334911,Stable,Stable,Stable,27,H2afx,0,,,,,,
10,80342537,80343038,chr10-80342537-80343038,Stable,Stable,Stable,27,Pwwp3a,-116103,,,,,,
4,116827696,116828197,chr4-116827696-116828197,Stable,Stable,Stable,27,Nasp,-226644,,,,,,
1,128357389,128358063,chr1-128357389-128358063,Stable,Stable,Stable,27,Mcm6,-25799,,,,,,
17,37078872,37079550,chr17-37078872-37079550,Stable,Stable,Stable,27,Zfp57,-77709,,,,,,
17,35822785,35823746,chr17-35822785-35823746,Stable,Stable,Stable,27,Tubb5,10175,,,Mdc1,17769,,
8,126979528,126980029,chr8-126979528-126980029,Stable,Stable,Stable,27,Pard3,83864,,,,,,
1,118597819,118598457,chr1-118597819-118598457,Stable,Stable,Stable,27,Clasp1,-208761,,,,,,
4,52660809,52661310,chr4-52660809-52661310,Stable,Stable,Stable,27,Smc2,-221566,,,,,,
13,104039854,104040355,chr13-104039854-104040355,Stable,Stable,Stable,27,Cenpk,188256,,,Erbin,-221067,,
2,164924394,164924895,chr2-164924394-164924895,Stable,Stable,Stable,27,Ube2c,-154496,,,,,,
2,118529272,118529773,chr2-118529272-118529773,Stable,Stable,Stable,27,Bub1b,68438,,,,,,
3,88081584,88082223,chr3-88081584-88082223,Stable,Stable,Stable,27,Iqgap3,0,,,,,,
8,85037739,85038465,chr8-85037739-85038465,Stable,Stable,Stable,27,Prdx2,-68152,,,,,,
1,189687995,189688496,chr1-189687995-189688496,Stable,Stable,Stable,27,Cenpf,-47389,,,,,,
3,144603703,144604664,chr3-144603703-144604664,Stable,Stable,Stable,27,Clca3a1,125013,,,,,,
11,40573221,40574077,chr11-40573221-40574077,Stable,Stable,Stable,27,Hmmr,127318,,,,,,
7,82822436,82822937,chr7-82822436-82822937,Stable,Stable,Stable,27,Mex3b,44396,,,,,,
6,115846933,115847434,chr6-115846933-115847434,Stable,Stable,Stable,27,Cand2,-72395,,,,,,
15,54278342,54278843,chr15-54278342-54278843,Stable,Stable,Stable,27,Colec10,131931,,,,,,
17,83214068,83215363,chr17-83214068-83215363,Stable,Stable,Stable,27,Eml4,135568,,,,,,
1,156183328,156183941,chr1-156183328-156183941,Stable,Stable,Stable,27,Fam163a,-107362,,,,,,
13,100775686,100776187,chr13-100775686-100776187,Stable,Stable,Stable,27,Ccnb1,2463,,,Cenph,-16012,,
5,127324026,127324527,chr5-127324026-127324527,Stable,Stable,Stable,27,Tmem132c,-82218,,,,,,
4,156235553,156236396,chr4-156235553-156236396,Stable,Stable,Stable,27,9430015G10Rik,-125571,,,,,,
11,69418108,69418609,chr11-69418108-69418609,Stable,Stable,Stable,27,Chd3,-74835,,,,,,
5,148908223,148908724,chr5-148908223-148908724,Stable,Stable,Stable,27,Hmgb1,137978,,,,,,
7,45216483,45216984,chr7-45216483-45216984,Stable,Stable,Stable,27,Tead2,-730,,,,,,
2,84889789,84890290,chr2-84889789-84890290,Stable,Stable,Stable,27,Selenoh,-220574,,,,,,
3,98042899,98043400,chr3-98042899-98043400,Stable,Stable,Stable,27,Gm9771,146566,,,,,,
9,66988644,66989514,chr9-66988644-66989514,Stable,Stable,Stable,27,Tpm1,33076,,,,,,
10,81411442,81411943,chr10-81411442-81411943,Stable,Stable,Stable,27,Tle2,162618,,,,,,
6,51469451,51470329,chr6-51469451-51470329,Stable,Stable,Stable,27,Hnrnpa2b1,-8519,,,,,,
18,34885556,34886057,chr18-34885556-34886057,Stable,Stable,Stable,27,Cdc25c,-152563,,,,,,
17,12769352,12770011,chr17-12769352-12770011,Stable,Stable,Stable,27,Igf2r,-86946,,,Acat2,172879,,
1,30949739,30950240,chr1-30949739-30950240,Stable,Stable,Stable,27,Ptp4a1,-9437,,,,,,
16,18543143,18543783,chr16-18543143-18543783,Stable,Stable,Stable,27,Cdc45,236664,,,,,,
19,38818990,38819491,chr19-38818990-38819491,Stable,Stable,Stable,27,Hells,111424,,,,,,
18,56622192,56622693,chr18-56622192-56622693,Stable,Stable,Stable,27,Lmnb1,85120,,,,,,
9,20887942,20888443,chr9-20887942-20888443,Stable,Stable,Stable,27,Dnmt1,18766,,,,,,
10,61536451,61537127,chr10-61536451-61537127,Stable,Stable,Stable,27,H2afy2,201538,,,,,,
5,110357447,110357948,chr5-110357447-110357948,Stable,Stable,Stable,27,Pole,-71141,,,,,,
16,94526080,94527049,chr16-94526080-94527049,Stable,Stable,Stable,27,Ttc3,-155462,,,,,,
4,134730118,134730619,chr4-134730118-134730619,Stable,Stable,Stable,27,Aunip,-219119,,,,,,
9,63968452,63968953,chr9-63968452-63968953,Stable,Stable,Stable,27,Zwilch,168191,,,Rpl4,204422,,
9,39648760,39649261,chr9-39648760-39649261,Stable,Stable,Stable,27,AW551984,-61364,,,,,,
10,4027356,4027857,chr10-4027356-4027857,Stable,Stable,Stable,27,Akap12,238523,,,,,,
7,80687950,80688451,chr7-80687950-80688451,Stable,Stable,Stable,27,Blm,-233217,,,,,,
7,122404455,122405061,chr7-122404455-122405061,Stable,Stable,Stable,27,Plk1,-245016,,,,,,
6,30549156,30549657,chr6-30549156-30549657,Stable,Stable,Stable,27,Cpa2,-7574,,,Mest,173890,,
3,83992995,83993496,chr3-83992995-83993496,Stable,Stable,Stable,27,Mnd1,94437,,,,,,
19,5915942,5916598,chr19-5915942-5916598,Stable,Stable,Stable,27,Cdca5,168385,,,,,,
19,12473199,12474123,chr19-12473199-12474123,Stable,Stable,Stable,27,Fam111a,71617,,,,,,
6,127079803,127080304,chr6-127079803-127080304,Stable,Stable,Stable,27,Rad51ap1,-156753,,,,,,
4,148804154,148804655,chr4-148804154-148804655,Stable,Stable,Stable,27,Tardbp,-191772,,,,,,
1,128068995,128069496,chr1-128068995-128069496,Stable,Stable,Stable,27,Zranb3,-114811,,,,,,
12,100957977,100958571,chr12-100957977-100958571,Stable,Stable,Stable,27,Kif4-ps,187043,,,,,,
7,28350423,28350924,chr7-28350423-28350924,Stable,Stable,Stable,27,Plekhg2,8680,,,,,,
12,73382779,73383628,chr12-73382779-73383628,Stable,Stable,Stable,27,Prkch,201168,,,,,,
13,73505632,73506291,chr13-73505632-73506291,Stable,Stable,Stable,27,Slc12a7,226803,,,,,,
13,61998708,61999209,chr13-61998708-61999209,Stable,Stable,Stable,27,Gm3325,16396,,,,,,
11,72224836,72225337,chr11-72224836-72225337,Stable,Stable,Stable,27,Pimreg,-182804,,,,,,
9,44319855,44320827,chr9-44319855-44320827,Stable,Stable,Stable,27,H2afx,13867,,,,,,
2,23156058,23156559,chr2-23156058-23156559,Stable,Stable,Stable,27,Mastl,-40452,,,,,,
8,104191445,104191946,chr8-104191445-104191946,Stable,Stable,Stable,27,Cklf,58915,,,,,,
5,149122919,149123420,chr5-149122919-149123420,Stable,Stable,Stable,27,Hmgb1,-76217,,,,,,
17,83201213,83201714,chr17-83201213-83201714,Stable,Stable,Stable,27,Eml4,149217,,,,,,
5,107120567,107121567,chr5-107120567-107121567,Stable,Stable,Stable,27,Cdc7,-156245,,,,,,
8,4779328,4779829,chr8-4779328-4779829,Stable,Stable,Stable,27,Shcbp1,-43352,,,,,,
11,69580046,69580547,chr11-69580046-69580547,Stable,Stable,Stable,27,Chd3,-236773,,,,,,
5,134874387,134874888,chr5-134874387-134874888,Stable,Stable,Stable,27,Abhd11,134264,,,,,,
15,37232283,37232784,chr15-37232283-37232784,Stable,Stable,Stable,27,Ncald,133391,,,,,,
8,4516084,4516585,chr8-4516084-4516585,Stable,Stable,Stable,27,Shcbp1,219391,,,,,,
1,191224025,191225024,chr1-191224025-191225024,Stable,Stable,Stable,27,Nsl1,-161013,,,,,,
9,104315481,104315982,chr9-104315481-104315982,Stable,Stable,Stable,27,Ackr4,-231324,,,,,,
17,21679826,21680566,chr17-21679826-21680566,Stable,Stable,Stable,27,Zfp820,136319,,,,,,
2,5219814,5220315,chr2-5219814-5220315,Stable,Stable,Stable,27,Mcm10,-230100,,,,,,
10,128626380,128627072,chr10-128626380-128627072,Stable,Stable,Stable,27,Myl6,-135520,,,,,,
6,115762237,115762738,chr6-115762237-115762738,Stable,Stable,Stable,27,Cand2,11800,,,,,,
1,175725742,175726243,chr1-175725742-175726243,Stable,Stable,Stable,27,Exo1,154338,,,,,,
7,127008560,127009061,chr7-127008560-127009061,Stable,Stable,Stable,27,Kif22,18668,,,,,,
4,126587966,126588732,chr4-126587966-126588732,Stable,Stable,Stable,27,Clspn,-31031,,,,,,
14,105313930,105314431,chr14-105313930-105314431,Stable,Stable,Stable,27,Rbm26,-207179,,,,,,
1,189784487,189784988,chr1-189784487-189784988,Stable,Stable,Stable,27,Cenpf,-143881,,,,,,
17,83351494,83351995,chr17-83351494-83351995,Stable,Stable,Stable,27,Eml4,-563,,,,,,
7,28378987,28379488,chr7-28378987-28379488,Stable,Stable,Stable,27,Plekhg2,-19383,,,,,,
13,24629139,24629640,chr13-24629139-24629640,Stable,Stable,Stable,27,Gmnn,122205,,,,,,
6,125088557,125089207,chr6-125088557-125089207,Stable,Stable,Stable,27,Ncapd2,78800,,,,,,
3,98319144,98319645,chr3-98319144-98319645,Stable,Stable,Stable,27,Gm9771,-129178,,,,,,
10,67858797,67859298,chr10-67858797-67859298,Stable,Stable,Stable,27,Rtkn2,120272,,,,,,
6,38131844,38132345,chr6-38131844-38132345,Stable,Stable,Stable,27,Zc3hav1l,155051,,,,,,
4,133310057,133310558,chr4-133310057-133310558,Stable,Stable,Stable,27,Sytl1,-56967,,,,,,
2,25211161,25211662,chr2-25211161-25211662,Stable,Stable,Stable,27,Nrarp,-30403,,,Sapcd2,160659,,
7,126884645,126885146,chr7-126884645-126885146,Stable,Stable,Stable,27,Kif22,142583,,,,,,
17,53689193,53689817,chr17-53689193-53689817,Stable,Stable,Stable,27,Sgo1,-14407,,,,,,
4,86717154,86717821,chr4-86717154-86717821,Stable,Stable,Stable,27,Haus6,-138299,,,,,,
3,81783003,81783504,chr3-81783003-81783504,Stable,Stable,Stable,27,Gucy1b1,248502,,,,,,
17,69109258,69109759,chr17-69109258-69109759,Stable,Stable,Stable,27,Epb41l3,-33575,,,,,,
5,134907073,134907574,chr5-134907073-134907574,Stable,Stable,Stable,27,Abhd11,101578,,,,,,
2,157091954,157092455,chr2-157091954-157092455,Stable,Stable,Stable,27,Rbl1,53438,,,,,,
13,22006058,22007081,chr13-22006058-22007081,Stable,Stable,Stable,27,Hist1h1b,-226175,,,,,,
6,128318281,128318782,chr6-128318281-128318782,Stable,Stable,Stable,27,Rhno1,38218,,,Foxm1,44185,,
11,43617845,43618346,chr11-43617845-43618346,Stable,Stable,Stable,27,Ccnjl,-89061,,,,,,
7,45333413,45333914,chr7-45333413-45333914,Stable,Stable,Stable,27,Tead2,-117660,,,,,,
18,67723856,67724693,chr18-67723856-67724693,Stable,Stable,Stable,27,Cep192,75414,,,,,,
16,93710891,93711392,chr16-93710891-93711392,Stable,Stable,Stable,27,Chaf1b,172509,,,,,,
8,11497272,11497773,chr8-11497272-11497773,Stable,Stable,Stable,27,Ankrd10,113810,,,,,,
14,55635292,55635959,chr14-55635292-55635959,Stable,Stable,Stable,27,Nynrin,218051,,,,,,
17,24169341,24169842,chr17-24169341-24169842,Stable,Stable,Stable,27,Tbc1d24,5589,,,Ccnf,52356,,
4,133277397,133277898,chr4-133277397-133277898,Stable,Stable,Stable,27,Sytl1,-24307,,,,,,
16,23270426,23270927,chr16-23270426-23270927,Stable,Stable,Stable,27,Rfc4,-156483,,,Eif4a2,-162982,,
11,98951246,98951919,chr11-98951246-98951919,Stable,Stable,Stable,27,Top2a,41024,,,Cdc6,-43445,,
6,88924742,88925243,chr6-88924742-88925243,Stable,Stable,Stable,27,Mcm2,-41268,,,,,,
16,30502244,30502931,chr16-30502244-30502931,Stable,Stable,Stable,27,Tmem44,8924,,,,,,
19,20496421,20496922,chr19-20496421-20496922,Stable,Stable,Stable,27,Aldh1a7,196031,,,,,,
14,67272142,67272643,chr14-67272142-67272643,Stable,Stable,Stable,27,Ebf2,-38850,,,,,,
11,6267549,6268050,chr11-6267549-6268050,Stable,Stable,Stable,27,H2afv,159179,,,,,,
16,30047420,30047921,chr16-30047420-30047921,Stable,Stable,Stable,27,Hes1,16463,,,,,,
2,157079346,157079847,chr2-157079346-157079847,Stable,Stable,Stable,27,Rbl1,66046,,,,,,
9,21901357,21901858,chr9-21901357-21901858,Stable,Stable,Stable,27,Spc24,-145915,,,,,,
12,71354896,71355397,chr12-71354896-71355397,Stable,Stable,Stable,27,Dact1,-45012,,,,,,
3,144616837,144617338,chr3-144616837-144617338,Stable,Stable,Stable,27,Clca3a1,112339,,,,,,
17,37190658,37191159,chr17-37190658-37191159,Stable,Stable,Stable,27,Zfp57,-189495,,,,,,
11,6416258,6416759,chr11-6416258-6416759,Stable,Stable,Stable,27,H2afv,10470,,,,,,
12,36008309,36008903,chr12-36008309-36008903,Stable,Stable,Stable,27,Bzw2,82932,,,,,,
11,59183001,59183502,chr11-59183001-59183502,Stable,Stable,Stable,27,Hist3h2bb-ps,-228953,,,,,,
1,156613994,156614495,chr1-156613994-156614495,Stable,Stable,Stable,27,Angptl1,224067,,,,,,
4,116672658,116673159,chr4-116672658-116673159,Stable,Stable,Stable,27,Nasp,-71606,,,,,,
15,54451546,54452047,chr15-54451546-54452047,Stable,Stable,Stable,27,Colec10,-40772,,,,,,
9,36916432,36917291,chr9-36916432-36917291,Stable,Stable,Stable,27,Chek1,-207950,,,,,,
19,38901526,38902027,chr19-38901526-38902027,Stable,Stable,Stable,27,Hells,28888,,,,,,
5,16674568,16675069,chr5-16674568-16675069,Stable,Stable,Stable,27,Hgf,-121073,,,,,,
16,96127389,96128284,chr16-96127389-96128284,Stable,Stable,Stable,27,Hmgn1,-6771,,,,,,
5,44414378,44414879,chr5-44414378-44414879,Stable,Stable,Stable,27,Ldb2,57253,,,,,,
9,66078459,66078960,chr9-66078459-66078960,Stable,Stable,Stable,27,Pclaf,-188222,,,,,,
12,69241620,69242121,chr12-69241620-69242121,Stable,Stable,Stable,27,Pole2,-39847,,,Lrr1,-72806,,
11,78177868,78178369,chr11-78177868-78178369,Stable,Stable,Stable,27,Spag5,123160,,,,,,
9,122950633,122951420,chr9-122950633-122951420,Stable,Stable,Stable,27,Kif15,0,,,,,,
9,83962291,83962934,chr9-83962291-83962934,Stable,Stable,Stable,27,Ttk,-127602,,,,,,
11,23255338,23256124,chr11-23255338-23256124,Stable,Stable,Stable,27,Xpo1,0,,,,,,
3,137865462,137865963,chr3-137865462-137865963,Stable,Stable,Stable,27,H2afz,-975,,,,,,
17,87458092,87458593,chr17-87458092-87458593,Stable,Stable,Stable,27,Msh2,213737,,,,,,
7,28294406,28294907,chr7-28294406-28294907,Stable,Stable,Stable,27,Plekhg2,64697,,,,,,
1,58652482,58652983,chr1-58652482-58652983,Stable,Stable,Stable,27,Clk1,-242293,,,,,,
16,30387949,30388450,chr16-30387949-30388450,Stable,Stable,Stable,27,Tmem44,123405,,,,,,
4,106837856,106838357,chr4-106837856-106838357,Stable,Stable,Stable,27,Ssbp3,72344,,,,,,
2,118702869,118703370,chr2-118702869-118703370,Stable,Stable,Stable,27,Bub1b,-104658,,,Knstrn,110633,,
17,87531455,87531956,chr17-87531455-87531956,Stable,Stable,Stable,27,Msh2,140374,,,,,,
4,155066083,155067426,chr4-155066083-155067426,Stable,Stable,Stable,27,Hes5,-105160,,,,,,
3,127408755,127409256,chr3-127408755-127409256,Stable,Stable,Stable,27,Larp7,127458,,,,,,
17,83252973,83253474,chr17-83252973-83253474,Stable,Stable,Stable,27,Eml4,97457,,,,,,
16,93807957,93808458,chr16-93807957-93808458,Stable,Stable,Stable,27,Chaf1b,75443,,,,,,
3,89430055,89430556,chr3-89430055-89430556,Stable,Stable,Stable,27,Cks1b,-14583,,,,,,
9,44135232,44135733,chr9-44135232-44135733,Stable,Stable,Stable,27,H2afx,198961,,,,,,
8,57511416,57511917,chr8-57511416-57511917,Stable,Stable,Stable,27,Hmgb2,0,,,,,,
6,87725942,87726443,chr6-87725942-87726443,Stable,Stable,Stable,27,Prokr1,-147351,,,,,,
14,46529078,46529718,chr14-46529078-46529718,Stable,Stable,Stable,27,Cdkn3,230823,,,,,,
15,43054547,43055165,chr15-43054547-43055165,Stable,Stable,Stable,27,Rspo2,-33753,,,,,,
13,108152901,108153402,chr13-108152901-108153402,Stable,Stable,Stable,27,Depdc1b,162930,,,,,,
9,67012369,67012870,chr9-67012369-67012870,Stable,Stable,Stable,27,Tpm1,9720,,,,,,
8,31033166,31033667,chr8-31033166-31033667,Stable,Stable,Stable,27,Rnf122,78153,,,,,,
5,123508057,123508628,chr5-123508057-123508628,Stable,Stable,Stable,27,Kntc1,241088,,,,,,
9,64114592,64115093,chr9-64114592-64115093,Stable,Stable,Stable,27,Zwilch,22051,,,Rpl4,58282,,
14,55745228,55746116,chr14-55745228-55746116,Stable,Stable,Stable,27,Nynrin,107894,,,,,,
13,56279372,56280000,chr13-56279372-56280000,Stable,Stable,Stable,27,H2afy,-205753,,,,,,
10,81384050,81384671,chr10-81384050-81384671,Stable,Stable,Stable,27,Tle2,189890,,,,,,
14,52316387,52316888,chr14-52316387-52316888,Stable,Stable,Stable,27,Hnrnpc,-243010,,,,,,
8,22274567,22275068,chr8-22274567-22275068,Stable,Stable,Stable,27,Ckap2,-106407,,,,,,
