Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
3,28224657,28225158,chr3-28224657-28225158,Stable,Stable,Stable,27,Tnik,38056,,,,,,,,
1,45816807,45817308,chr1-45816807-45817308,Stable,Opening,Stable,21,Slc40a1,90760,,,,,,,,
6,142209265,142210075,chr6-142209265-142210075,Stable,Stable,Stable,27,Slco1a5,24152,,,,,,,,
4,129285962,129286463,chr4-129285962-129286463,Stable,Stable,Stable,27,Fndc5,-148963,,,,,,,,
19,38592555,38593234,chr19-38592555-38593234,Stable,Stable,Stable,27,Slc35g1,-196575,,,,,,,,
17,53387871,53388372,chr17-53387871-53388372,Stable,Stable,Stable,27,Efhb,10517,,,,,,,,
8,27362112,27362613,chr8-27362112-27362613,Stable,Stable,Stable,27,Got1l1,-164653,,,,,,,,
6,119341326,119341827,chr6-119341326-119341827,Stable,Opening,Stable,21,Adipor2,11323,,,Lrtm2,-26193,,,,
6,67010640,67011141,chr6-67010640-67011141,Stable,Opening,Stable,21,Gadd45a,23955,,,,,,,,
18,25504630,25505518,chr18-25504630-25505518,Stable,Stable,Stable,27,Celf4,-26998,,,,,,,,
5,66519065,66519706,chr5-66519065-66519706,Stable,Stable,Stable,27,Limch1,226121,,,,,,,,
7,16880130,16880631,chr7-16880130-16880631,Stable,Stable,Stable,27,Gm42372,102455,,,,,,,,
14,12284251,12284752,chr14-12284251-12284752,Stable,Stable,Stable,27,Cadps,87811,,,,,,,,
19,34255139,34255640,chr19-34255139-34255640,Stable,Closing,Stable,24,Stambpl1,-62910,,,,,,,,
2,110129685,110130186,chr2-110129685-110130186,Stable,Stable,Stable,27,Bbox1,132511,,,Fibin,230731,,,,
4,114454709,114455210,chr4-114454709-114455210,Stable,Closing,Stable,24,Trabd2b,-47985,,,,,,,,
5,104407641,104408142,chr5-104407641-104408142,Stable,Stable,Stable,27,Spp1,26976,,,Dmp1,-205028,,,,
14,24244419,24244920,chr14-24244419-24244920,Stable,Stable,Stable,27,Rps24,242205,,,,,,,,
6,5382641,5383142,chr6-5382641-5383142,Stable,Opening,Stable,21,Pon2,-118494,,,,,,,,
1,75467409,75467910,chr1-75467409-75467910,Stable,Stable,Stable,27,Asic4,-16973,,,Resp18,-195210,,,,
3,96502931,96503432,chr3-96502931-96503432,Stable,Stable,Stable,27,Itga10,142152,,,,,,,,
10,40629711,40630212,chr10-40629711-40630212,Stable,Stable,Stable,27,Ddo,0,,,,,,,,
14,66377921,66378422,chr14-66377921-66378422,Stable,Stable,Stable,27,Stmn4,-33625,,,,,,,,
6,141797737,141798238,chr6-141797737-141798238,Stable,Stable,Stable,27,Slco1a4,7202,,,,,,,,
13,6505043,6505544,chr13-6505043-6505544,Stable,Stable,Stable,27,Pfkp,74224,,,,,,,,
12,105684923,105686133,chr12-105684923-105686133,Stable,Stable,Stable,27,Ak7,19843,,,,,,,,
9,100685698,100686199,chr9-100685698-100686199,Stable,Stable,Stable,27,Slc35g2,-133510,,,,,,,,
11,104319219,104319720,chr11-104319219-104319720,Stable,Closing,Stable,24,Mapt,-87829,,,,,,,,
6,104492862,104493363,chr6-104492862-104493363,Stable,Stable,Stable,27,Cntn6,-72,,,,,,,,
3,103624557,103625212,chr3-103624557-103625212,Stable,Stable,Stable,27,Hipk1,114603,,,,,,,,
16,97523039,97523540,chr16-97523039-97523540,Stable,Stable,Stable,27,Bace2,-166297,,,,,,,,
4,116455160,116455661,chr4-116455160-116455661,Stable,Closing,Stable,24,Prdx1,229883,,,,,,,,
7,45896692,45897450,chr7-45896692-45897450,Stable,Stable,Stable,27,Dbp,-191604,,,,,,,,
4,126296727,126297228,chr4-126296727-126297228,Stable,Stable,Stable,27,Col8a2,-9934,,,,,,,,
14,79481512,79482013,chr14-79481512-79482013,Stable,Stable,Stable,27,Cnmd,155677,,,Rgcc,-192756,,,,
12,102521920,102522421,chr12-102521920-102522421,Stable,Stable,Stable,27,Chga,32548,,,,,,,,
13,113032073,113032574,chr13-113032073-113032574,Stable,Opening,Stable,21,Mcidas,-38228,,,,,,,,
4,53410354,53410855,chr4-53410354-53410855,Stable,Stable,Stable,27,Slc44a1,29558,,,,,,,,
4,102911388,102911889,chr4-102911388-102911889,Stable,Closing,Stable,24,Wdr78,126176,,,,,,,,
7,80774126,80774627,chr7-80774126-80774627,Stable,Closing,Stable,24,Nmb,127600,,,,,,,,
14,8092475,8092976,chr14-8092475-8092976,Stable,Stable,Stable,27,Fam107a,203298,,,,,,,,
14,33883014,33883515,chr14-33883014-33883515,Stable,Stable,Stable,27,Gdf10,40072,,,,,,,,
17,8505966,8506467,chr17-8505966-8506467,Stable,Stable,Stable,27,Mpc1,-223062,,,,,,,,
1,128020116,128020617,chr1-128020116-128020617,Stable,Stable,Stable,27,Map3k19,-205325,,,,,,,,
19,38639786,38640287,chr19-38639786-38640287,Stable,Stable,Stable,27,Slc35g1,-243806,,,,,,,,
7,16913686,16914353,chr7-16913686-16914353,Stable,Stable,Stable,27,Gm42372,68733,,,,,,,,
19,59169124,59169625,chr19-59169124-59169625,Stable,Stable,Stable,27,Shtn1,-195768,,,,,,,,
14,59715884,59716385,chr14-59715884-59716385,Stable,Stable,Stable,27,Atp8a2,-77344,,,,,,,,
6,49966109,49966610,chr6-49966109-49966610,Stable,Stable,Stable,27,Npy,-143399,,,Mpp6,143631,,,,
1,170632305,170632806,chr1-170632305-170632806,Stable,Opening,Stable,21,Dusp12,240692,,,,,,,,
1,186834257,186834758,chr1-186834257-186834758,Stable,Stable,Stable,27,Spata17,209890,,,,,,,,
1,134092904,134093405,chr1-134092904-134093405,Stable,Stable,Stable,27,Fmod,-55650,,,Prelp,-182600,,,,
5,107221876,107222614,chr5-107221876-107222614,Stable,Stable,Stable,27,Ephx4,180122,,,,,,,,
4,149517871,149518372,chr4-149517871-149518372,Stable,Stable,Stable,27,Slc25a33,225664,,,,,,,,
4,133545776,133546277,chr4-133545776-133546277,Stable,Stable,Stable,27,Nudc,-13234,,,,,,,,
13,108411435,108411936,chr13-108411435-108411936,Stable,Stable,Stable,27,Elovl7,-197031,,,,,,,,
11,75486482,75486983,chr11-75486482-75486983,Stable,Stable,Stable,27,Pitpna,101114,,,,,,,,
2,73572397,73572898,chr2-73572397-73572898,Stable,Stable,Stable,27,Gpr155,-230891,,,,,,,,
2,10010179,10010854,chr2-10010179-10010854,Stable,Stable,Stable,27,Itih5,142717,,,,,,,,
15,37201916,37202590,chr15-37201916-37202590,Stable,Stable,Stable,27,Ncald,163585,,,,,,,,
10,59523962,59524463,chr10-59523962-59524463,Stable,Stable,Stable,27,Oit3,-101004,,,P4ha1,-200666,,,,
5,107847300,107847801,chr5-107847300-107847801,Stable,Stable,Stable,27,Dipk1a,60252,,,,,,,,
8,27054848,27055349,chr8-27054848-27055349,Stable,Stable,Stable,27,Got1l1,142110,,,,,,,,
6,61279620,61280121,chr6-61279620-61280121,Stable,Stable,Stable,27,Ccser1,-99296,,,,,,,,
4,138493629,138494130,chr4-138493629-138494130,Stable,Stable,Stable,27,Camk2n1,-39315,,,Vwa5b1,71230,Ubxn10,215707,,
11,7212159,7212660,chr11-7212159-7212660,Stable,Stable,Stable,27,Adcy1,-148670,,,,,,,,
17,7945557,7946058,chr17-7945557-7946058,Stable,Stable,Stable,27,Fndc1,-206988,,,,,,,,
18,11976594,11977095,chr18-11976594-11977095,Stable,Stable,Stable,27,Cables1,-137374,,,,,,,,
7,90302975,90303476,chr7-90302975-90303476,Stable,Stable,Stable,27,Sytl2,-723,,,,,,,,
9,50727850,50728351,chr9-50727850-50728351,Stable,Stable,Stable,27,1110032A03Rik,34477,,,Pih1d2,-110529,,,,
4,43630118,43630619,chr4-43630118-43630619,Stable,Opening,Stable,21,Spag8,20716,,,,,,,,
4,53353726,53354227,chr4-53353726-53354227,Stable,Stable,Stable,27,Slc44a1,86186,,,,,,,,
2,164389494,164389995,chr2-164389494-164389995,Stable,Stable,Stable,27,Kcns1,-225875,,,,,,,,
7,109621707,109622208,chr7-109621707-109622208,Stable,Stable,Stable,27,Tmem9b,113626,,,Trim66,-172701,,,,
4,149698222,149698723,chr4-149698222-149698723,Stable,Stable,Stable,27,Slc25a33,45313,,,Spsb1,197560,,,,
12,102640339,102640840,chr12-102640339-102640840,Stable,Stable,Stable,27,Chga,-85370,,,,,,,,
11,63350118,63350619,chr11-63350118-63350619,Stable,Stable,Stable,27,Pmp22,-221136,,,,,,,,
7,100663133,100663634,chr7-100663133-100663634,Stable,Stable,Stable,27,Dnajb13,-161417,,,,,,,,
11,53430491,53431172,chr11-53430491-53431172,Stable,Stable,Stable,27,8-Sep,88085,,,,,,,,
7,82386913,82387414,chr7-82386913-82387414,Stable,Stable,Stable,27,Adamtsl3,-51219,,,,,,,,
10,40519591,40520092,chr10-40519591-40520092,Stable,Opening,Stable,21,Ddo,109919,,,,,,,,
5,43938714,43939215,chr5-43938714-43939215,Stable,Closing,Stable,24,Prom1,54405,,,,,,,,
4,138251705,138252206,chr4-138251705-138252206,Stable,Stable,Stable,27,Camk2n1,202108,,,,,,,,
13,4281559,4282060,chr13-4281559-4282060,Stable,Opening,Stable,21,Akr1c13,-90409,,,,,,,,
2,11059659,11060270,chr2-11059659-11060270,Stable,Opening,Stable,21,Prkcq,111838,,,,,,,,
12,110446532,110447033,chr12-110446532-110447033,Stable,Stable,Stable,27,Hsp90aa1,243572,,,,,,,,
13,20299369,20299870,chr13-20299369-20299870,Stable,Stable,Stable,27,Elmo1,-208773,,,,,,,,
10,80323325,80323826,chr10-80323325-80323826,Stable,Stable,Stable,27,Apc2,-27348,,,,,,,,
3,89225851,89226352,chr3-89225851-89226352,Stable,Stable,Stable,27,Pmvk,228189,,,,,,,,
7,45182158,45182659,chr7-45182158-45182659,Stable,Stable,Stable,27,Flt3l,-52370,,,,,,,,
11,50841265,50841766,chr11-50841265-50841766,Stable,Stable,Stable,27,Adamts2,-239181,,,,,,,,
9,8003381,8003882,chr9-8003381-8003882,Stable,Stable,Stable,27,Cep126,72579,,,,,,,,
15,60633011,60633512,chr15-60633011-60633512,Stable,Opening,Stable,21,Lratd2,185482,,,,,,,,
12,44572672,44573245,chr12-44572672-44573245,Stable,Opening,Stable,21,Nrcam,-243787,,,,,,,,
9,121984972,121985473,chr9-121984972-121985473,Stable,Opening,Stable,21,Higd1a,-136409,,,,,,,,
5,122391614,122392258,chr5-122391614-122392258,Stable,Opening,Stable,21,Atp2a2,61255,,,,,,,,
1,82201172,82201673,chr1-82201172-82201673,Stable,Stable,Stable,27,Col4a4,246750,,,,,,,,
15,73403861,73404362,chr15-73403861-73404362,Stable,Stable,Stable,27,Slc45a4,173062,,,,,,,,
8,121631707,121632208,chr8-121631707-121632208,Stable,Stable,Stable,27,Slc7a5,248942,,,,,,,,
7,74346923,74347424,chr7-74346923-74347424,Stable,Stable,Stable,27,Slco3a1,-71504,,,,,,,,
13,23424198,23424699,chr13-23424198-23424699,Stable,Opening,Stable,21,Hist1h2be,158971,,,,,,,,
11,106920341,106921209,chr11-106920341-106921209,Stable,Stable,Stable,27,1810010H24Rik,104472,,,,,,,,
19,10602593,10603094,chr19-10602593-10603094,Stable,Stable,Stable,27,Lrrc10b,-147222,,,,,,,,
13,23621854,23622998,chr13-23621854-23622998,Stable,Stable,Stable,27,Hist1h2be,-38184,,,Hist1h2bc,61201,Hist1h1c,115810,,
3,103682382,103682883,chr3-103682382-103682883,Stable,Stable,Stable,27,Hipk1,56932,,,,,,,,
4,129144658,129145159,chr4-129144658-129145159,Stable,Stable,Stable,27,Fndc5,-7659,,,,,,,,
7,143783978,143784479,chr7-143783978-143784479,Stable,Stable,Stable,27,Shank2,217449,,,,,,,,
2,65896825,65897326,chr2-65896825-65897326,Stable,Stable,Stable,27,Galnt3,185440,,,,,,,,
1,73038996,73039497,chr1-73038996-73039497,Stable,Opening,Stable,21,Igfbp5,-181064,,,,,,,,
8,71537326,71537827,chr8-71537326-71537827,Stable,Closing,Stable,24,Plvap,-39561,,,,,,,,
4,133751467,133751968,chr4-133751467-133751968,Stable,Stable,Stable,27,Nudc,-218925,,,,,,,,
5,122314931,122315432,chr5-122314931-122315432,Stable,Stable,Stable,27,Atp2a2,138081,,,,,,,,
4,149426054,149426679,chr4-149426054-149426679,Stable,Stable,Stable,27,Kif1b,-249735,,,,,,,,
11,105927008,105927509,chr11-105927008-105927509,Stable,Stable,Stable,27,Cyb561,6193,,,,,,,,
3,89622729,89623230,chr3-89622729-89623230,Stable,Stable,Stable,27,Pmvk,-168188,,,,,,,,
10,77570198,77570699,chr10-77570198-77570699,Stable,Stable,Stable,27,Pttg1ip,11021,,,,,,,,
17,49428114,49428615,chr17-49428114-49428615,Stable,Stable,Stable,27,Daam2,27407,,,,,,,,
5,104358598,104359099,chr5-104358598-104359099,Stable,Stable,Stable,27,Spp1,76019,,,Dmp1,-155985,,,,
7,126847516,126848017,chr7-126847516-126848017,Stable,Stable,Stable,27,Sult1a1,-174651,,,,,,,,
2,131840824,131841325,chr2-131840824-131841325,Stable,Stable,Stable,27,Prnp,68603,,,Slc23a2,211171,,,,
7,89837805,89838306,chr7-89837805-89838306,Stable,Stable,Stable,27,Ccdc81,27842,,,Me3,-205413,,,,
11,23140676,23141516,chr11-23140676-23141516,Stable,Stable,Stable,27,Fam161a,-133145,,,,,,,,
8,105700746,105701247,chr8-105700746-105701247,Stable,Opening,Stable,21,Tppp3,-233253,,,Lcat,238304,,,,
6,17521992,17522493,chr6-17521992-17522493,Stable,Closing,Stable,24,Cav2,-240807,,,,,,,,
12,102652948,102653449,chr12-102652948-102653449,Stable,Stable,Stable,27,Chga,-97979,,,,,,,,
4,155992277,155993432,chr4-155992277-155993432,Stable,Opening,Stable,21,Sdf4,0,,,,,,,,
7,100520624,100521125,chr7-100520624-100521125,Stable,Stable,Stable,27,Dnajb13,-18908,,,,,,,,
11,102218722,102219223,chr11-102218722-102219223,Stable,Stable,Stable,27,Mpp3,-219070,,,,,,,,
7,64164948,64165449,chr7-64164948-64165449,Stable,Stable,Stable,27,Mtmr10,122204,,,,,,,,
2,65337549,65338050,chr2-65337549-65338050,Stable,Stable,Stable,27,Scn3a,119068,,,,,,,,
14,50944364,50944865,chr14-50944364-50944865,Stable,Stable,Stable,27,Klhl33,-55782,,,Ccnb1ip1,-155116,,,,
10,80172837,80173338,chr10-80172837-80173338,Stable,Stable,Stable,27,Apc2,122639,,,,,,,,
7,59228436,59228937,chr7-59228436-59228937,Stable,Stable,Stable,27,Ube3a,0,,,,,,,,
1,46018464,46018965,chr1-46018464-46018965,Stable,Stable,Stable,27,Slc40a1,-110396,,,,,,,,
11,115187128,115187629,chr11-115187128-115187629,Stable,Stable,Stable,27,Atp5h,228060,,,,,,,,
7,46553973,46554474,chr7-46553973-46554474,Stable,Stable,Stable,27,Kcnc1,-157476,,,,,,,,
12,44292182,44292683,chr12-44292182-44292683,Stable,Opening,Stable,21,Nrcam,36202,,,,,,,,
1,171037983,171038986,chr1-171037983-171038986,Stable,Opening,Stable,21,Cfap126,74932,,,Pcp4l1,134276,Dusp12,-164485,,
1,127537217,127537718,chr1-127537217-127537718,Stable,Opening,Stable,21,Tmem163,-50671,,,,,,,,
3,67463545,67464046,chr3-67463545-67464046,Stable,Stable,Stable,27,Lxn,-5547,,,Mlf1,-89448,,,,
5,31240602,31241103,chr5-31240602-31241103,Stable,Stable,Stable,27,Zfp513,-41621,,,,,,,,
4,119294411,119294912,chr4-119294411-119294912,Stable,Stable,Stable,27,Ccdc30,27554,,,,,,,,
4,155837428,155837929,chr4-155837428-155837929,Stable,Stable,Stable,27,Sdf4,154943,,,,,,,,
10,81069767,81070268,chr10-81069767-81070268,Stable,Opening,Stable,21,Atcay,134240,,,,,,,,
13,41238575,41239076,chr13-41238575-41239076,Stable,Opening,Stable,21,Nedd9,70505,,,Mak,-213567,,,,
1,75435715,75436380,chr1-75435715-75436380,Stable,Stable,Stable,27,Asic4,14056,,,Resp18,-163516,,,,
2,110319894,110320395,chr2-110319894-110320395,Stable,Closing,Stable,24,Fibin,40522,,,Bbox1,-57197,,,,
10,89630000,89630679,chr10-89630000-89630679,Stable,Opening,Stable,21,Anks1b,242830,,,,,,,,
15,54335245,54335746,chr15-54335245-54335746,Stable,Closing,Stable,24,Mal2,235446,,,,,,,,
12,40484115,40484616,chr12-40484115-40484616,Stable,Stable,Stable,27,Dock4,-38163,,,,,,,,
8,110130477,110130978,chr8-110130477-110130978,Stable,Stable,Stable,27,Calb2,6524,,,,,,,,
9,100506470,100507190,chr9-100506470-100507190,Stable,Stable,Stable,27,Slc35g2,44998,,,,,,,,
8,27087194,27087695,chr8-27087194-27087695,Stable,Stable,Stable,27,Got1l1,109764,,,,,,,,
4,42965224,42965885,chr4-42965224-42965885,Stable,Stable,Stable,27,Unc13b,93068,,,,,,,,
7,16738119,16738620,chr7-16738119-16738620,Stable,Stable,Stable,27,Gm42372,244466,,,,,,,,
19,4305619,4306120,chr19-4305619-4306120,Stable,Opening,Stable,21,Syt12,139788,,,,,,,,
11,107001702,107002203,chr11-107001702-107002203,Stable,Closing,Stable,24,1810010H24Rik,23478,,,,,,,,
9,65021193,65022155,chr9-65021193-65022155,Stable,Opening,Stable,21,Hacd3,-34210,,,,,,,,
13,108276481,108276982,chr13-108276481-108276982,Stable,Stable,Stable,27,Elovl7,-62077,,,,,,,,
9,95322644,95323145,chr9-95322644-95323145,Stable,Stable,Stable,27,Paqr9,236512,,,,,,,,
9,62122453,62122954,chr9-62122453-62122954,Stable,Stable,Stable,27,Glce,-65205,,,,,,,,
3,27154881,27155382,chr3-27154881-27155382,Stable,Stable,Stable,27,Nceh1,27583,,,,,,,,
13,63046347,63046848,chr13-63046347-63046848,Stable,Stable,Stable,27,Aopep,-81454,,,,,,,,
17,52712250,52712751,chr17-52712250-52712751,Stable,Stable,Stable,27,Kcnh8,-109541,,,,,,,,
1,135169610,135170111,chr1-135169610-135170111,Stable,Stable,Stable,27,Lgr6,-186309,,,,,,,,
5,8571042,8571543,chr5-8571042-8571543,Stable,Stable,Stable,27,Rundc3b,-80708,,,,,,,,
7,80652304,80652805,chr7-80652304-80652805,Stable,Stable,Stable,27,Nmb,249422,,,,,,,,
1,105486855,105487356,chr1-105486855-105487356,Stable,Stable,Stable,27,Rnf152,-209941,,,,,,,,
5,5496312,5496813,chr5-5496312-5496813,Stable,Stable,Stable,27,Cldn12,-6775,,,,,,,,
3,89378373,89378874,chr3-89378373-89378874,Stable,Stable,Stable,27,Pmvk,75667,,,,,,,,
6,50890616,50891117,chr6-50890616-50891117,Stable,Opening,Stable,21,Npvf,-239944,,,,,,,,
2,14388100,14388601,chr2-14388100-14388601,Stable,Opening,Stable,21,Slc39a12,0,,,,,,,,
3,55144824,55145325,chr3-55144824-55145325,Stable,Closing,Stable,24,Ccna1,-99355,,,,,,,,
15,78178203,78178704,chr15-78178203-78178704,Stable,Stable,Stable,27,Cacng2,-186455,,,,,,,,
10,117672687,117673188,chr10-117672687-117673188,Stable,Stable,Stable,27,Cpm,-43187,,,,,,,,
6,88518704,88519205,chr6-88518704-88519205,Stable,Stable,Stable,27,Mgll,205207,,,,,,,,
5,146905748,146906373,chr5-146905748-146906373,Stable,Stable,Stable,27,Rasl11a,-60677,,,,,,,,
5,72203042,72203692,chr5-72203042-72203692,Stable,Stable,Stable,27,Atp10d,0,,,,,,,,
2,158379530,158380155,chr2-158379530-158380155,Stable,Stable,Stable,27,Lbp,-73037,,,,,,,,
1,105150427,105150928,chr1-105150427-105150928,Stable,Stable,Stable,27,Rnf152,125986,,,,,,,,
11,22965342,22965843,chr11-22965342-22965843,Stable,Closing,Stable,24,Fam161a,41688,,,,,,,,
4,129113031,129113532,chr4-129113031-129113532,Stable,Opening,Stable,21,Fndc5,23467,,,,,,,,
1,131053159,131053660,chr1-131053159-131053660,Stable,Stable,Stable,27,Dyrk3,73795,,,,,,,,
2,148446495,148446996,chr2-148446495-148446996,Stable,Stable,Stable,27,Cd93,-9855,,,,,,,,
13,20133802,20134303,chr13-20133802-20134303,Stable,Stable,Stable,27,Elmo1,-43206,,,,,,,,
9,106685353,106686016,chr9-106685353-106686016,Stable,Stable,Stable,27,Dock3,206809,,,,,,,,
10,80955542,80956043,chr10-80955542-80956043,Stable,Stable,Stable,27,Atcay,248465,,,,,,,,
15,25790736,25791237,chr15-25790736-25791237,Stable,Stable,Stable,27,Retreg1,51943,,,,,,,,
11,75530438,75531132,chr11-75530438-75531132,Stable,Opening,Stable,21,Pitpna,56965,,,,,,,,
7,118646598,118647099,chr7-118646598-118647099,Stable,Opening,Stable,21,Gde1,41446,,,,,,,,
8,23682574,23683075,chr8-23682574-23683075,Stable,Stable,Stable,27,Zmat4,-46555,,,,,,,,
15,59130815,59131316,chr15-59130815-59131316,Stable,Stable,Stable,27,Sqle,183761,,,,,,,,
8,14090106,14090607,chr8-14090106-14090607,Stable,Stable,Stable,27,Tdrp,-138098,,,,,,,,
10,34512364,34512865,chr10-34512364-34512865,Stable,Stable,Stable,27,Tspyl4,-214922,,,,,,,,
3,96485967,96486468,chr3-96485967-96486468,Stable,Stable,Stable,27,Itga10,159116,,,,,,,,
11,6000280,6000781,chr11-6000280-6000781,Stable,Stable,Stable,27,Camk2b,-30636,,,,,,,,
2,163858147,163858908,chr2-163858147-163858908,Stable,Stable,Stable,27,Ccn5,-37286,,,,,,,,
16,5661836,5662337,chr16-5661836-5662337,Stable,Stable,Stable,27,Rbfox1,223018,,,,,,,,
7,118911992,118912493,chr7-118911992-118912493,Stable,Opening,Stable,21,Gde1,-223447,,,,,,,,
17,43699189,43699886,chr17-43699189-43699886,Stable,Opening,Stable,21,Ankrd66,-165001,,,,,,,,
9,56041731,56042232,chr9-56041731-56042232,Stable,Stable,Stable,27,Tspan3,89493,,,,,,,,
5,73492235,73492736,chr5-73492235-73492736,Stable,Stable,Stable,27,Ociad1,-199451,,,,,,,,
14,103051318,103051819,chr14-103051318-103051819,Stable,Stable,Stable,27,Mycbp2,61592,,,,,,,,
10,117281931,117282432,chr10-117281931-117282432,Stable,Stable,Stable,27,Lyz2,-4600,,,,,,,,
9,107554468,107554969,chr9-107554468-107554969,Stable,Stable,Stable,27,Cacna2d2,-154856,,,,,,,,
4,129011718,129012219,chr4-129011718-129012219,Stable,Stable,Stable,27,Fndc5,124780,,,,,,,,
10,58497796,58498297,chr10-58497796-58498297,Stable,Stable,Stable,27,Edar,102492,,,,,,,,
15,77827727,77828228,chr15-77827727-77828228,Stable,Stable,Stable,27,Cacng2,163520,,,,,,,,
5,35391822,35392773,chr5-35391822-35392773,Stable,Stable,Stable,27,Cpz,109445,,,,,,,,
7,126798981,126799909,chr7-126798981-126799909,Stable,Stable,Stable,27,Sult1a1,-126116,,,Apobr,-214039,,,,
2,148875121,148875622,chr2-148875121-148875622,Stable,Stable,Stable,27,Cst3,-3399,,,,,,,,
15,92189953,92190454,chr15-92189953-92190454,Stable,Stable,Stable,27,Cntn1,-138788,,,Pdzrn4,206427,,,,
11,70228855,70229486,chr11-70228855-70229486,Stable,Stable,Stable,27,0610010K14Rik,5720,,,,,,,,
4,149306691,149307192,chr4-149306691-149307192,Stable,Opening,Stable,21,Kif1b,-130372,,,,,,,,
6,4677209,4677710,chr6-4677209-4677710,Stable,Stable,Stable,27,Sgce,-2859,,,,,,,,
16,16527084,16527585,chr16-16527084-16527585,Stable,Stable,Stable,27,Spag6l,225431,,,,,,,,
9,111439021,111439787,chr9-111439021-111439787,Stable,Stable,Stable,27,Dclk3,0,,,Trank1,-127282,,,,
12,110850537,110851038,chr12-110850537-110851038,Stable,Stable,Stable,27,Hsp90aa1,-159932,,,,,,,,
6,5390199,5390700,chr6-5390199-5390700,Stable,Stable,Stable,27,Pon2,-126052,,,,,,,,
19,4282742,4283521,chr19-4282742-4283521,Stable,Stable,Stable,27,Syt12,162387,,,,,,,,
16,97322491,97322992,chr16-97322491-97322992,Stable,Opening,Stable,21,Bace2,33750,,,,,,,,
16,5997081,5997582,chr16-5997081-5997582,Stable,Stable,Stable,27,Rbfox1,-111726,,,,,,,,
15,27612697,27613198,chr15-27612697-27613198,Stable,Opening,Stable,21,Ank,-146020,,,,,,,,
8,26994028,26994529,chr8-26994028-26994529,Stable,Opening,Stable,21,Got1l1,202930,,,,,,,,
9,42382050,42382735,chr9-42382050-42382735,Stable,Opening,Stable,21,Tbcel,29581,,,,,,,,
19,42147094,42147595,chr19-42147094-42147595,Stable,Stable,Stable,27,Golga7b,99979,,,,,,,,
13,24624950,24625451,chr13-24624950-24625451,Stable,Stable,Stable,27,D130043K22Rik,219684,,,,,,,,
15,103323523,103324249,chr15-103323523-103324249,Stable,Stable,Stable,27,Glycam1,238510,,,,,,,,
4,119077228,119077729,chr4-119077228-119077729,Stable,Stable,Stable,27,Ccdc30,244737,,,,,,,,
2,155592448,155592949,chr2-155592448-155592949,Stable,Stable,Stable,27,Mmp24,182393,,,,,,,,
5,72122502,72123003,chr5-72122502-72123003,Stable,Stable,Stable,27,Atp10d,80326,,,,,,,,
3,95194724,95195225,chr3-95194724-95195225,Stable,Stable,Stable,27,Mllt11,23910,,,,,,,,
1,46066536,46067037,chr1-46066536-46067037,Stable,Stable,Stable,27,Slc40a1,-158468,,,,,,,,
4,43000311,43000812,chr4-43000311-43000812,Stable,Stable,Stable,27,Unc13b,58141,,,,,,,,
4,138304440,138304941,chr4-138304440-138304941,Stable,Stable,Stable,27,Camk2n1,149373,,,,,,,,
3,36551316,36551817,chr3-36551316-36551817,Stable,Opening,Stable,21,Trpc3,68665,,,,,,,,
12,82373990,82374491,chr12-82373990-82374491,Stable,Stable,Stable,27,Rgs6,213801,,,,,,,,
13,25400614,25401222,chr13-25400614-25401222,Stable,Stable,Stable,27,Nrsn1,-148574,,,,,,,,
3,94502081,94502582,chr3-94502081-94502582,Stable,Stable,Stable,27,Riiad1,-37098,,,Them4,-191992,,,,
13,14088607,14089108,chr13-14088607-14089108,Stable,Stable,Stable,27,Hecw1,137330,,,,,,,,
16,91728279,91729224,chr16-91728279-91729224,Stable,Opening,Stable,21,Tmem50b,-153776,,,,,,,,
5,5494258,5494881,chr5-5494258-5494881,Stable,Opening,Stable,21,Cldn12,-4721,,,,,,,,
10,71237833,71238334,chr10-71237833-71238334,Stable,Stable,Stable,27,Cisd1,92146,,,,,,,,
5,110094344,110094845,chr5-110094344-110094845,Stable,Stable,Stable,27,Zfp605,15247,,,,,,,,
12,40554970,40555471,chr12-40554970-40555471,Stable,Stable,Stable,27,Dock4,-109018,,,,,,,,
1,52470881,52471382,chr1-52470881-52471382,Stable,Stable,Stable,27,Mfsd6,184904,,,,,,,,
2,82246921,82247422,chr2-82246921-82247422,Stable,Stable,Stable,27,Zfp804a,-193699,,,,,,,,
4,9847227,9847728,chr4-9847227-9847728,Stable,Stable,Stable,27,Gdf6,-2855,,,,,,,,
6,39810619,39811120,chr6-39810619-39811120,Stable,Stable,Stable,27,Tmem178b,60341,,,,,,,,
13,108346952,108347647,chr13-108346952-108347647,Stable,Stable,Stable,27,Elovl7,-132548,,,,,,,,
1,120007941,120008442,chr1-120007941-120008442,Stable,Stable,Stable,27,Dbi,104838,,,,,,,,
11,106065970,106066471,chr11-106065970-106066471,Stable,Stable,Stable,27,Cyb561,-132268,,,,,,,,
15,77756757,77757464,chr15-77756757-77757464,Stable,Stable,Stable,27,Cacng2,234284,,,,,,,,
12,51504107,51505048,chr12-51504107-51505048,Stable,Stable,Stable,27,Coch,88293,,,,,,,,
