Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,,,,,,,,,,,,,,,
6,65906674,65907175,chr6-65906674-65907175,Stable,Closing,Stable,24,Ndnf,-235084,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30181273,30181774,chr7-30181273-30181774,Stable,Stable,Stable,27,Zfp14,-144914,,,,,,,,,,,,,,,,,,,,,,,,,,
16,91372723,91373224,chr16-91372723-91373224,Stable,Stable,Stable,27,Olig1,-102951,,,Olig2,-147266,,,,,,,,,,,,,,,,,,,,,,
7,108943805,108944306,chr7-108943805-108944306,Stable,Stable,Stable,27,Lmo1,194266,,,,,,,,,,,,,,,,,,,,,,,,,,
19,53369614,53370115,chr19-53369614-53370115,Stable,Stable,Stable,27,Mxi1,-59096,,,,,,,,,,,,,,,,,,,,,,,,,,
13,94178463,94178964,chr13-94178463-94178964,Stable,Stable,Stable,27,Scamp1,22346,,,,,,,,,,,,,,,,,,,,,,,,,,
3,146649357,146649858,chr3-146649357-146649858,Stable,Stable,Stable,27,Ttll7,202509,,,,,,,,,,,,,,,,,,,,,,,,,,
14,70074700,70075201,chr14-70074700-70075201,Stable,Stable,Stable,27,Ccar2,62963,,,,,,,,,,,,,,,,,,,,,,,,,,
7,79300756,79301257,chr7-79300756-79301257,Stable,Stable,Stable,27,Rlbp1,73613,,,,,,,,,,,,,,,,,,,,,,,,,,
14,28375514,28376252,chr14-28375514-28376252,Stable,Closing,Stable,24,Wnt5a,128498,,,,,,,,,,,,,,,,,,,,,,,,,,
4,135433423,135433924,chr4-135433423-135433924,Stable,Opening,Stable,21,Nipal3,11496,,,Rcan3,-21115,,,,,,,,,,,,,,,,,,,,,,
7,64696718,64697406,chr7-64696718-64697406,Stable,Opening,Stable,21,Apba2,-195012,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35125410,35125911,chr4-35125410-35125911,Stable,Opening,Stable,21,C9orf72,65374,,,Mob3b,-176336,,,,,,,,,,,,,,,,,,,,,,
8,91424412,91424913,chr8-91424412-91424913,Stable,Stable,Stable,27,Rpgrip1l,-207382,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28467825,28468326,chr2-28467825-28468326,Stable,Stable,Stable,27,Ak8,231838,,,,,,,,,,,,,,,,,,,,,,,,,,
12,84450890,84451391,chr12-84450890-84451391,Stable,Stable,Stable,27,Bbof1,-41819,,,,,,,,,,,,,,,,,,,,,,,,,,
15,79687809,79688310,chr15-79687809-79688310,Stable,Stable,Stable,27,Fam227a,-78233,,,,,,,,,,,,,,,,,,,,,,,,,,
13,23570910,23571648,chr13-23570910-23571648,Stable,Stable,Stable,27,Hist1h1d,-17648,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48871251,48871752,chr13-48871251-48871752,Stable,Stable,Stable,27,Wnk2,164551,,,,,,,,,,,,,,,,,,,,,,,,,,
3,28165518,28166019,chr3-28165518-28166019,Stable,Stable,Stable,27,Tnik,97195,,,Pld1,-226823,,,,,,,,,,,,,,,,,,,,,,
13,23438397,23438898,chr13-23438397-23438898,Stable,Stable,Stable,27,Hist1h1d,114364,,,,,,,,,,,,,,,,,,,,,,,,,,
11,101627718,101628219,chr11-101627718-101628219,Stable,Stable,Stable,27,Nbr1,-75569,,,Rnd2,-162719,,,,,,,,,,,,,,,,,,,,,,
8,117516781,117517282,chr8-117516781-117517282,Stable,Stable,Stable,27,Plcg2,-18490,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4404839,4405340,chr8-4404839-4405340,Stable,Stable,Stable,27,Elavl1,-119457,,,Prr36,-195296,,,,,,,,,,,,,,,,,,,,,,
2,3239165,3239666,chr2-3239165-3239666,Stable,Closing,Stable,24,Meig1,169377,,,,,,,,,,,,,,,,,,,,,,,,,,
12,98249679,98250180,chr12-98249679-98250180,Stable,Closing,Stable,24,Galc,-47385,,,,,,,,,,,,,,,,,,,,,,,,,,
9,43945239,43945740,chr9-43945239-43945740,Stable,Closing,Stable,24,Thy1,97644,,,Usp2,121281,,,,,,,,,,,,,,,,,,,,,,
4,47935309,47935810,chr4-47935309-47935810,Stable,Opening,Stable,21,Nr4a3,109343,,,,,,,,,,,,,,,,,,,,,,,,,,
7,44748267,44748768,chr7-44748267-44748768,Stable,Stable,Stable,27,Myh14,-142464,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35342360,35342861,chr9-35342360-35342861,Stable,Stable,Stable,27,Ddx25,193786,,,,,,,,,,,,,,,,,,,,,,,,,,
13,92636778,92637279,chr13-92636778-92637279,Stable,Stable,Stable,27,Serinc5,-25687,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4165940,4166441,chr8-4165940-4166441,Stable,Stable,Stable,27,Prr36,43102,,,Elavl1,118941,,,,,,,,,,,,,,,,,,,,,,
4,155042812,155043595,chr4-155042812-155043595,Stable,Stable,Stable,27,Morn1,42982,,,,,,,,,,,,,,,,,,,,,,,,,,
4,44112600,44113101,chr4-44112600-44113101,Stable,Stable,Stable,27,Clta,-108148,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22048001,22048502,chr8-22048001-22048502,Stable,Stable,Stable,27,Nek5,25114,,,Atp7b,-55216,,,,,,,,,,,,,,,,,,,,,,
6,85936807,85937308,chr6-85936807-85937308,Stable,Stable,Stable,27,Nat8f4,-37756,,,,,,,,,,,,,,,,,,,,,,,,,,
5,139337811,139338312,chr5-139337811-139338312,Stable,Stable,Stable,27,Gpr146,39385,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6440946,6441834,chr1-6440946-6441834,Stable,Stable,Stable,27,St18,45397,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11204154,11204655,chr12-11204154-11204655,Stable,Stable,Stable,27,Vsnl1,120587,,,,,,,,,,,,,,,,,,,,,,,,,,
16,42440741,42441242,chr16-42440741-42441242,Stable,Stable,Stable,27,Gap43,-192299,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35894304,35895028,chr12-35894304-35895028,Stable,Stable,Stable,27,Tspan13,119529,,,,,,,,,,,,,,,,,,,,,,,,,,
11,119258409,119259251,chr11-119258409-119259251,Stable,Stable,Stable,27,Ccdc40,-29837,,,,,,,,,,,,,,,,,,,,,,,,,,
3,84129132,84129633,chr3-84129132-84129633,Stable,Closing,Stable,24,Trim2,30806,,,,,,,,,,,,,,,,,,,,,,,,,,
4,94810603,94811104,chr4-94810603-94811104,Stable,Closing,Stable,24,Jun,237930,,,,,,,,,,,,,,,,,,,,,,,,,,
3,89340413,89340914,chr3-89340413-89340914,Stable,Opening,Stable,21,Hcn3,-194339,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85902010,85902511,chr1-85902010-85902511,Stable,Stable,Stable,27,4933407L21Rik,25972,,,2810459M11Rik,143352,,,,,,,,,,,,,,,,,,,,,,
1,152746376,152746877,chr1-152746376-152746877,Stable,Stable,Stable,27,Nmnat2,208116,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12261376,12262529,chr12-12261376-12262529,Stable,Stable,Stable,27,Fam49a,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,114829761,114830745,chr11-114829761-114830745,Stable,Stable,Stable,27,Dnaic2,-102353,,,,,,,,,,,,,,,,,,,,,,,,,,
7,44647401,44647902,chr7-44647401-44647902,Stable,Stable,Stable,27,Myh14,-41598,,,,,,,,,,,,,,,,,,,,,,,,,,
1,159730900,159731401,chr1-159730900-159731401,Stable,Stable,Stable,27,Tnr,-207131,,,,,,,,,,,,,,,,,,,,,,,,,,
6,85915596,85916097,chr6-85915596-85916097,Stable,Stable,Stable,27,Nat8f4,-16545,,,,,,,,,,,,,,,,,,,,,,,,,,
19,36904035,36904536,chr19-36904035-36904536,Stable,Stable,Stable,27,Cpeb3,116755,,,,,,,,,,,,,,,,,,,,,,,,,,
11,51059105,51059606,chr11-51059105-51059606,Stable,Stable,Stable,27,Zfp2,-160393,,,Zfp454,-186385,Zfp354c,-248019,,,,,,,,,,,,,,,,,,,,
18,82538085,82538586,chr18-82538085-82538586,Stable,Stable,Stable,27,Mbp,-62939,,,,,,,,,,,,,,,,,,,,,,,,,,
6,137100340,137100841,chr6-137100340-137100841,Stable,Stable,Stable,27,Ptpro,151478,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4477227,4477728,chr2-4477227-4477728,Stable,Closing,Stable,24,Bend7,240103,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5119532,5120033,chr3-5119532-5120033,Stable,Closing,Stable,24,Zfhx4,98493,,,,,,,,,,,,,,,,,,,,,,,,,,
3,55305633,55306134,chr3-55305633-55306134,Stable,Closing,Stable,24,Dclk1,-63269,,,,,,,,,,,,,,,,,,,,,,,,,,
15,79224629,79225130,chr15-79224629-79225130,Stable,Opening,Stable,21,1700088E04Rik,-95280,,,,,,,,,,,,,,,,,,,,,,,,,,
2,66034858,66035359,chr2-66034858-66035359,Stable,Opening,Stable,21,Csrnp3,-189091,,,Scn1a,235419,,,,,,,,,,,,,,,,,,,,,,
8,54507552,54508185,chr8-54507552-54508185,Stable,Opening,Stable,21,Wdr17,120870,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66279207,66279708,chr1-66279207-66279708,Stable,Stable,Stable,27,Map2,-103934,,,Unc80,188659,,,,,,,,,,,,,,,,,,,,,,
1,23892039,23892540,chr1-23892039-23892540,Stable,Stable,Stable,27,B3gat2,-130286,,,,,,,,,,,,,,,,,,,,,,,,,,
13,73881267,73881768,chr13-73881267-73881768,Stable,Stable,Stable,27,Nkd2,-62733,,,,,,,,,,,,,,,,,,,,,,,,,,
8,57653271,57653772,chr8-57653271-57653772,Stable,Stable,Stable,27,Scrg1,-197348,,,,,,,,,,,,,,,,,,,,,,,,,,
15,79670559,79671060,chr15-79670559-79671060,Stable,Stable,Stable,27,Fam227a,-60983,,,,,,,,,,,,,,,,,,,,,,,,,,
11,61407944,61408445,chr11-61407944-61408445,Stable,Stable,Stable,27,Rnf112,39997,,,,,,,,,,,,,,,,,,,,,,,,,,
8,117474903,117475404,chr8-117474903-117475404,Stable,Stable,Stable,27,Plcg2,22887,,,,,,,,,,,,,,,,,,,,,,,,,,
7,125581198,125581699,chr7-125581198-125581699,Stable,Stable,Stable,27,D430042O09Rik,126189,,,,,,,,,,,,,,,,,,,,,,,,,,
9,94455371,94456644,chr9-94455371-94456644,Stable,Stable,Stable,27,Slc9a9,213265,,,,,,,,,,,,,,,,,,,,,,,,,,
12,90792449,90793181,chr12-90792449-90793181,Stable,Closing,Stable,24,Cep128,205311,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17145254,17145755,chr1-17145254-17145755,Stable,Opening,Stable,21,Gdap1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,102058241,102058742,chr12-102058241-102058742,Stable,Opening,Stable,21,Slc24a4,69991,,,,,,,,,,,,,,,,,,,,,,,,,,
14,41033280,41033781,chr14-41033280-41033781,Stable,Stable,Stable,27,Dydc2,15336,,,,,,,,,,,,,,,,,,,,,,,,,,
14,123660833,123661334,chr14-123660833-123661334,Stable,Stable,Stable,27,Itgbl1,-862,,,,,,,,,,,,,,,,,,,,,,,,,,
13,23551393,23551894,chr13-23551393-23551894,Stable,Stable,Stable,27,Hist1h1d,1368,,,,,,,,,,,,,,,,,,,,,,,,,,
10,97422930,97423650,chr10-97422930-97423650,Stable,Stable,Stable,27,Dcn,55959,,,,,,,,,,,,,,,,,,,,,,,,,,
9,73113136,73113808,chr9-73113136-73113808,Stable,Stable,Stable,27,Pigb,-105717,,,Ccpg1os,-133414,Dnaaf4,-154351,,,,,,,,,,,,,,,,,,,,
2,145429960,145430461,chr2-145429960-145430461,Stable,Stable,Stable,27,Rin2,244754,,,,,,,,,,,,,,,,,,,,,,,,,,
13,69585800,69586778,chr13-69585800-69586778,Stable,Closing,Stable,24,Ube2ql1,116054,,,,,,,,,,,,,,,,,,,,,,,,,,
7,119019450,119019951,chr7-119019450-119019951,Stable,Opening,Stable,21,Gpr139,120796,,,Iqck,-163698,,,,,,,,,,,,,,,,,,,,,,
14,19709033,19709534,chr14-19709033-19709534,Stable,Opening,Stable,21,Gng2,163025,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35041359,35042075,chr7-35041359-35042075,Stable,Opening,Stable,21,Cebpa,77218,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6851663,6852164,chr7-6851663-6852164,Stable,Opening,Stable,21,Usp29,-121085,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85853264,85853765,chr1-85853264-85853765,Stable,Stable,Stable,27,4933407L21Rik,74718,,,2810459M11Rik,192098,,,,,,,,,,,,,,,,,,,,,,
9,44482473,44482974,chr9-44482473-44482974,Stable,Stable,Stable,27,Abcg4,-209285,,,,,,,,,,,,,,,,,,,,,,,,,,
9,59577767,59578692,chr9-59577767-59578692,Stable,Stable,Stable,27,Parp6,38592,,,,,,,,,,,,,,,,,,,,,,,,,,
16,94601564,94602065,chr16-94601564-94602065,Stable,Stable,Stable,27,Ttc3,-230946,,,,,,,,,,,,,,,,,,,,,,,,,,
1,92831808,92832852,chr1-92831808-92832852,Stable,Stable,Stable,27,Kif1a,182612,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66495279,66495780,chr1-66495279-66495780,Stable,Stable,Stable,27,Unc80,-26912,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46450729,46451230,chr4-46450729-46451230,Stable,Stable,Stable,27,Gabbr2,211075,,,,,,,,,,,,,,,,,,,,,,,,,,
2,118544278,118544779,chr2-118544278-118544779,Stable,Stable,Stable,27,Bmf,-15521,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40967029,40967530,chr14-40967029-40967530,Stable,Stable,Stable,27,Dydc2,81587,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18700057,18700558,chr10-18700057-18700558,Stable,Stable,Stable,27,Arfgef3,-118218,,,,,,,,,,,,,,,,,,,,,,,,,,
5,103629355,103629856,chr5-103629355-103629856,Stable,Stable,Stable,27,Klhl8,232117,,,,,,,,,,,,,,,,,,,,,,,,,,
18,82546808,82547309,chr18-82546808-82547309,Stable,Stable,Stable,27,Mbp,-71662,,,,,,,,,,,,,,,,,,,,,,,,,,
17,80367210,80367711,chr17-80367210-80367711,Stable,Stable,Stable,27,Cdkl4,155839,,,,,,,,,,,,,,,,,,,,,,,,,,
19,37057372,37057873,chr19-37057372-37057873,Stable,Stable,Stable,27,Cpeb3,-36081,,,,,,,,,,,,,,,,,,,,,,,,,,
4,107621369,107621870,chr4-107621369-107621870,Stable,Stable,Stable,27,Lrp8,179999,,,,,,,,,,,,,,,,,,,,,,,,,,
8,22858654,22859155,chr8-22858654-22859155,Stable,Opening,Stable,21,Ap3m2,-71300,,,,,,,,,,,,,,,,,,,,,,,,,,
4,148811894,148812395,chr4-148811894-148812395,Stable,Opening,Stable,21,Tardbp,-199512,,,,,,,,,,,,,,,,,,,,,,,,,,
6,135798068,135798569,chr6-135798068-135798569,Stable,Stable,Stable,27,Grin2b,-84835,,,,,,,,,,,,,,,,,,,,,,,,,,
6,85906891,85907392,chr6-85906891-85907392,Stable,Stable,Stable,27,Nat8f4,-7840,,,,,,,,,,,,,,,,,,,,,,,,,,
12,31967526,31968469,chr12-31967526-31968469,Stable,Stable,Stable,27,Prkar2b,-9050,,,,,,,,,,,,,,,,,,,,,,,,,,
13,49100364,49100865,chr13-49100364-49100865,Stable,Stable,Stable,27,Wnk2,-64061,,,,,,,,,,,,,,,,,,,,,,,,,,
2,181287316,181287817,chr2-181287316-181287817,Stable,Stable,Stable,27,Stmn3,18642,,,,,,,,,,,,,,,,,,,,,,,,,,
8,105596414,105596915,chr8-105596414-105596915,Stable,Stable,Stable,27,Tsnaxip1,230816,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34976237,34976738,chr4-34976237-34976738,Stable,Stable,Stable,27,Mob3b,-27163,,,C9orf72,214547,,,,,,,,,,,,,,,,,,,,,,
5,136961993,136962831,chr5-136961993-136962831,Stable,Stable,Stable,27,Col26a1,-220234,,,,,,,,,,,,,,,,,,,,,,,,,,
7,83541554,83542055,chr7-83541554-83542055,Stable,Stable,Stable,27,Cfap161,232046,,,,,,,,,,,,,,,,,,,,,,,,,,
4,107575888,107576389,chr4-107575888-107576389,Stable,Stable,Stable,27,Lrp8,225480,,,,,,,,,,,,,,,,,,,,,,,,,,
2,50093819,50094320,chr2-50093819-50094320,Stable,Stable,Stable,27,Lypd6,-27390,,,,,,,,,,,,,,,,,,,,,,,,,,
19,42151867,42152368,chr19-42151867-42152368,Stable,Stable,Stable,27,Morn4,-76928,,,,,,,,,,,,,,,,,,,,,,,,,,
4,107923371,107923872,chr4-107923371-107923872,Stable,Stable,Stable,27,Lrp8,-121502,,,,,,,,,,,,,,,,,,,,,,,,,,
7,81464027,81464528,chr7-81464027-81464528,Stable,Stable,Stable,27,Ap3b2,-3628,,,Cpeb1,-117001,Homer2,135953,,,,,,,,,,,,,,,,,,,,
15,31245859,31246360,chr15-31245859-31246360,Stable,Closing,Stable,24,Ropn1l,194851,,,6-Mar,209531,,,,,,,,,,,,,,,,,,,,,,
16,16592539,16593040,chr16-16592539-16593040,Stable,Closing,Stable,24,Spag6l,159976,,,Fgd4,-175622,,,,,,,,,,,,,,,,,,,,,,
15,64059537,64060936,chr15-64059537-64060936,Stable,Opening,Stable,21,Fam49b,-130440,,,,,,,,,,,,,,,,,,,,,,,,,,
5,51412316,51412817,chr5-51412316-51412817,Stable,Opening,Stable,21,Ppargc1a,41433,,,,,,,,,,,,,,,,,,,,,,,,,,
3,114972593,114973094,chr3-114972593-114973094,Stable,Opening,Stable,21,Olfm3,-68515,,,,,,,,,,,,,,,,,,,,,,,,,,
14,79617259,79617966,chr14-79617259-79617966,Stable,Opening,Stable,21,Cnmd,19724,,,Pcdh8,148809,,,,,,,,,,,,,,,,,,,,,,
8,71950799,71951300,chr8-71950799-71951300,Stable,Stable,Stable,27,Ccnb2-ps,-34243,,,Zfp882,-42191,Gm5373,-126158,,,,,,,,,,,,,,,,,,,,
17,80553478,80553979,chr17-80553478-80553979,Stable,Stable,Stable,27,Cdkl4,-29928,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4795945,4796446,chr7-4795945-4796446,Stable,Stable,Stable,27,Shisa7,29106,,,,,,,,,,,,,,,,,,,,,,,,,,
1,86059311,86059812,chr1-86059311-86059812,Stable,Stable,Stable,27,2810459M11Rik,-13448,,,Armc9,94968,4933407L21Rik,-130828,,,,,,,,,,,,,,,,,,,,
4,138262369,138262870,chr4-138262369-138262870,Stable,Stable,Stable,27,Sh2d5,-11966,,,Hp1bp3,-46073,Pink1,50539,,,,,,,,,,,,,,,,,,,,
11,97186870,97187371,chr11-97186870-97187371,Stable,Stable,Stable,27,Gpr179,144738,,,Lrrc46,-152268,,,,,,,,,,,,,,,,,,,,,,
10,69584016,69584517,chr10-69584016-69584517,Stable,Stable,Stable,27,Ank3,-185243,,,,,,,,,,,,,,,,,,,,,,,,,,
5,120711256,120711757,chr5-120711256-120711757,Stable,Stable,Stable,27,Dtx1,-31054,,,,,,,,,,,,,,,,,,,,,,,,,,
7,62437365,62437866,chr7-62437365-62437866,Stable,Stable,Stable,27,Mkrn3,-19772,,,,,,,,,,,,,,,,,,,,,,,,,,
6,127803221,127803722,chr6-127803221-127803722,Stable,Stable,Stable,27,Prmt8,-114210,,,,,,,,,,,,,,,,,,,,,,,,,,
9,50768124,50768625,chr9-50768124-50768625,Stable,Stable,Stable,27,Dixdc1,-105372,,,Pih1d2,-150803,,,,,,,,,,,,,,,,,,,,,,
2,104034761,104035262,chr2-104034761-104035262,Stable,Stable,Stable,27,D430041D05Rik,107811,,,,,,,,,,,,,,,,,,,,,,,,,,
2,157070269,157070770,chr2-157070269-157070770,Stable,Stable,Stable,27,Ndrg3,-142924,,,Rpn2,208247,,,,,,,,,,,,,,,,,,,,,,
11,78031957,78032652,chr11-78031957-78032652,Stable,Stable,Stable,27,Sez6,-101157,,,,,,,,,,,,,,,,,,,,,,,,,,
7,110630246,110630747,chr7-110630246-110630747,Stable,Stable,Stable,27,Ampd3,137459,,,,,,,,,,,,,,,,,,,,,,,,,,
6,112622298,112622799,chr6-112622298-112622799,Stable,Stable,Stable,27,Srgap3,95172,,,,,,,,,,,,,,,,,,,,,,,,,,
15,100143157,100143658,chr15-100143157-100143658,Stable,Opening,Stable,21,Mettl7a1,160482,,,,,,,,,,,,,,,,,,,,,,,,,,
1,134344336,134344837,chr1-134344336-134344837,Stable,Stable,Stable,27,Adora1,-145113,,,,,,,,,,,,,,,,,,,,,,,,,,
12,29280060,29280742,chr12-29280060-29280742,Stable,Stable,Stable,27,Myt1l,247642,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24297223,24297724,chr11-24297223-24297724,Stable,Stable,Stable,27,Bcl11a,-219167,,,,,,,,,,,,,,,,,,,,,,,,,,
9,44396758,44397259,chr9-44396758-44397259,Stable,Stable,Stable,27,Abcg4,-123570,,,,,,,,,,,,,,,,,,,,,,,,,,
8,72135225,72135726,chr8-72135225-72135726,Stable,Stable,Stable,27,Ccnb2-ps,-218669,,,Zfp882,-226617,,,,,,,,,,,,,,,,,,,,,,
9,91140609,91141110,chr9-91140609-91141110,Stable,Stable,Stable,27,Zic4,221303,,,,,,,,,,,,,,,,,,,,,,,,,,
2,181592160,181592661,chr2-181592160-181592661,Stable,Stable,Stable,27,Oprl1,122355,,,Myt1,170671,,,,,,,,,,,,,,,,,,,,,,
7,83841974,83842831,chr7-83841974-83842831,Stable,Stable,Stable,27,Cfap161,-67873,,,,,,,,,,,,,,,,,,,,,,,,,,
17,57096362,57096863,chr17-57096362-57096863,Stable,Stable,Stable,27,Slc25a23,-52651,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46731522,46732023,chr4-46731522-46732023,Stable,Stable,Stable,27,Gabbr2,-69217,,,,,,,,,,,,,,,,,,,,,,,,,,
2,164521630,164522131,chr2-164521630-164522131,Stable,Stable,Stable,27,Dbndd2,-35524,,,Matn4,-132237,Slpi,-167560,,,,,,,,,,,,,,,,,,,,
2,62450067,62450568,chr2-62450067-62450568,Stable,Closing,Stable,24,Kcnh7,242846,,,,,,,,,,,,,,,,,,,,,,,,,,
16,80973681,80974182,chr16-80973681-80974182,Stable,Opening,Stable,21,Ncam2,226515,,,,,,,,,,,,,,,,,,,,,,,,,,
3,105489521,105490022,chr3-105489521-105490022,Stable,Stable,Stable,27,Kcnd3,-37191,,,,,,,,,,,,,,,,,,,,,,,,,,
18,80907215,80907716,chr18-80907215-80907716,Stable,Stable,Stable,27,Sall3,58660,,,,,,,,,,,,,,,,,,,,,,,,,,
11,53754961,53755462,chr11-53754961-53755462,Stable,Stable,Stable,27,Kif3a,-187582,,,,,,,,,,,,,,,,,,,,,,,,,,
1,162083914,162084415,chr1-162083914-162084415,Stable,Stable,Stable,27,Dnm3,-101461,,,,,,,,,,,,,,,,,,,,,,,,,,
7,127025080,127025772,chr7-127025080-127025772,Stable,Stable,Stable,27,Sez6l2,-74517,,,,,,,,,,,,,,,,,,,,,,,,,,
11,72266501,72267168,chr11-72266501-72267168,Stable,Stable,Stable,27,Slc13a5,-24512,,,Tekt1,77554,Spns2,184470,,,,,,,,,,,,,,,,,,,,
7,27490296,27490797,chr7-27490296-27490797,Stable,Stable,Stable,27,Zfp607b,198543,,,Zfp60,240592,,,,,,,,,,,,,,,,,,,,,,
13,36731847,36732348,chr13-36731847-36732348,Stable,Stable,Stable,27,F13a1,134830,,,,,,,,,,,,,,,,,,,,,,,,,,
15,79752978,79753479,chr15-79752978-79753479,Stable,Stable,Stable,27,Fam227a,-143402,,,,,,,,,,,,,,,,,,,,,,,,,,
1,139235152,139235653,chr1-139235152-139235653,Stable,Stable,Stable,27,Crb1,-38096,,,,,,,,,,,,,,,,,,,,,,,,,,
1,182095107,182095857,chr1-182095107-182095857,Stable,Stable,Stable,27,Enah,-198723,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21586686,21587187,chr5-21586686-21587187,Stable,Stable,Stable,27,Fbxl13,-102839,,,Fgl2,-214044,,,,,,,,,,,,,,,,,,,,,,
6,80209451,80209952,chr6-80209451-80209952,Stable,Stable,Stable,27,Lrrtm4,-190574,,,,,,,,,,,,,,,,,,,,,,,,,,
7,48991995,48992496,chr7-48991995-48992496,Stable,Stable,Stable,27,Nav2,-83279,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121584773,121585274,chr3-121584773-121585274,Stable,Closing,Stable,24,Abcd3,173500,,,,,,,,,,,,,,,,,,,,,,,,,,
11,114675384,114675885,chr11-114675384-114675885,Stable,Closing,Stable,24,Dnaic2,51523,,,,,,,,,,,,,,,,,,,,,,,,,,
2,66178161,66178662,chr2-66178161-66178662,Stable,Opening,Stable,21,Scn1a,92116,,,,,,,,,,,,,,,,,,,,,,,,,,
14,47937118,47937792,chr14-47937118-47937792,Stable,Opening,Stable,21,Peli2,183031,,,,,,,,,,,,,,,,,,,,,,,,,,
9,44379135,44379751,chr9-44379135-44379751,Stable,Stable,Stable,27,Abcg4,-105947,,,,,,,,,,,,,,,,,,,,,,,,,,
8,70649247,70649748,chr8-70649247-70649748,Stable,Stable,Stable,27,Tmem59l,-165380,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17062281,17062782,chr7-17062281-17062782,Stable,Stable,Stable,27,Pnmal1,-102602,,,Pnmal2,-117599,,,,,,,,,,,,,,,,,,,,,,
12,11178660,11179382,chr12-11178660-11179382,Stable,Stable,Stable,27,Vsnl1,145860,,,,,,,,,,,,,,,,,,,,,,,,,,
4,136470368,136470869,chr4-136470368-136470869,Stable,Stable,Stable,27,Kdm1a,79671,,,,,,,,,,,,,,,,,,,,,,,,,,
14,73552651,73553152,chr14-73552651-73553152,Stable,Stable,Stable,27,Itm2b,-190425,,,,,,,,,,,,,,,,,,,,,,,,,,
2,132043068,132043569,chr2-132043068-132043569,Stable,Stable,Stable,27,Rassf2,-53653,,,,,,,,,,,,,,,,,,,,,,,,,,
11,87689378,87689879,chr11-87689378-87689879,Stable,Stable,Stable,27,Tspoap1,70662,,,,,,,,,,,,,,,,,,,,,,,,,,
9,94700452,94701129,chr9-94700452-94701129,Stable,Stable,Stable,27,Slc9a9,-30543,,,,,,,,,,,,,,,,,,,,,,,,,,
4,140713849,140714419,chr4-140713849-140714419,Stable,Stable,Stable,27,Padi2,191925,,,,,,,,,,,,,,,,,,,,,,,,,,
18,68157312,68157813,chr18-68157312-68157813,Stable,Stable,Stable,27,Mc5r,179783,,,,,,,,,,,,,,,,,,,,,,,,,,
1,136007670,136008171,chr1-136007670-136008171,Stable,Stable,Stable,27,Kif21b,123218,,,,,,,,,,,,,,,,,,,,,,,,,,
1,104580118,104580619,chr1-104580118-104580619,Stable,Stable,Stable,27,Cdh20,187910,,,,,,,,,,,,,,,,,,,,,,,,,,
6,90359994,90360495,chr6-90359994-90360495,Stable,Closing,Stable,24,Cfap100,42984,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19075836,19076337,chr7-19075836-19076337,Stable,Opening,Stable,21,Nova2,-149948,,,Fosb,226359,,,,,,,,,,,,,,,,,,,,,,
6,137364619,137365120,chr6-137364619-137365120,Stable,Opening,Stable,21,Ptpro,-112300,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34280563,34281127,chr10-34280563-34281127,Stable,Opening,Stable,21,Tspyl4,16315,,,,,,,,,,,,,,,,,,,,,,,,,,
