Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
1,131963157,131963658,chr1-131963157-131963658,Stable,Stable,Stable,27,Nucks1,-52623,,,,,,,,
1,153653044,153653545,chr1-153653044-153653545,Stable,Stable,Stable,27,Dhx9,-197286,,,,,,,,
2,5239008,5239758,chr2-5239008-5239758,Stable,Closing,Stable,24,Mcm10,-249294,,,,,,,,
13,90840843,90841344,chr13-90840843-90841344,Stable,Stable,Stable,27,Rps23,81614,,,,,,,,
9,64044968,64045469,chr9-64044968-64045469,Stable,Stable,Stable,27,Zwilch,91675,,,Tipin,236112,,,,
2,5116864,5117365,chr2-5116864-5117365,Stable,Stable,Stable,27,Mcm10,-127150,,,,,,,,
5,33434154,33434655,chr5-33434154-33434655,Stable,Stable,Stable,27,Slbp,200297,,,Tacc3,223473,,,,
11,40591932,40592433,chr11-40591932-40592433,Stable,Stable,Stable,27,Hmmr,108962,,,Nudcd2,141234,,,,
4,44247443,44247944,chr4-44247443-44247944,Stable,Stable,Stable,27,Melk,52932,,,,,,,,
1,191312530,191313031,chr1-191312530-191313031,Stable,Stable,Stable,27,Dtl,224325,,,,,,,,
14,25842068,25842569,chr14-25842068-25842569,Stable,Stable,Stable,27,Zcchc24,-130426,,,,,,,,
8,13676445,13676946,chr8-13676445-13676946,Stable,Stable,Stable,27,Rasa3,-109497,,,,,,,,
1,54979312,54979813,chr1-54979312-54979813,Stable,Stable,Stable,27,Hspe1,108319,,,,,,,,
12,8357384,8357885,chr12-8357384-8357885,Stable,Stable,Stable,27,Hs1bp3,-43952,,,,,,,,
11,96007185,96007686,chr11-96007185-96007686,Stable,Stable,Stable,27,Igf2bp1,-50022,,,,,,,,
7,135596970,135597471,chr7-135596970-135597471,Stable,Closing,Stable,24,Mki67,92313,,,,,,,,
3,152478294,152479090,chr3-152478294-152479090,Stable,Closing,Stable,24,Nexn,-241312,,,,,,,,
7,49065969,49066470,chr7-49065969-49066470,Stable,Opening,Stable,21,E2f8,-199540,,,,,,,,
12,4817085,4817757,chr12-4817085-4817757,Stable,Stable,Stable,27,Itsn2,-224447,,,,,,,,
11,85841888,85842389,chr11-85841888-85842389,Stable,Stable,Stable,27,Brip1,215749,,,,,,,,
2,75985086,75985587,chr2-75985086-75985587,Stable,Stable,Stable,27,Agps,-152909,,,,,,,,
7,70424146,70424647,chr7-70424146-70424647,Stable,Stable,Stable,27,Nr2f2,-72202,,,,,,,,
11,69803652,69804153,chr11-69803652-69804153,Stable,Stable,Stable,27,Polr2a,-69655,,,,,,,,
16,52311033,52311534,chr16-52311033-52311534,Stable,Stable,Stable,27,Alcam,-62037,,,,,,,,
10,22159023,22159761,chr10-22159023-22159761,Stable,Stable,Stable,27,Raet1e,-454,,,,,,,,
1,131850650,131851151,chr1-131850650-131851151,Stable,Stable,Stable,27,Nucks1,59383,,,,,,,,
7,134879023,134879524,chr7-134879023-134879524,Stable,Stable,Stable,27,Dock1,-208369,,,,,,,,
2,17881133,17881634,chr2-17881133-17881634,Stable,Stable,Stable,27,Skida1,159042,,,,,,,,
7,75384379,75384880,chr7-75384379-75384880,Stable,Stable,Stable,27,Akap13,70654,,,,,,,,
2,105615833,105616759,chr2-105615833-105616759,Stable,Stable,Stable,27,Rcn1,-229542,,,,,,,,
11,78152260,78152761,chr11-78152260-78152761,Stable,Stable,Stable,27,Spag5,148768,,,,,,,,
8,13677386,13677887,chr8-13677386-13677887,Stable,Stable,Stable,27,Rasa3,-110438,,,,,,,,
16,87501472,87502043,chr16-87501472-87502043,Stable,Stable,Stable,27,Bach1,196902,,,,,,,,
1,12871935,12872436,chr1-12871935-12872436,Stable,Closing,Stable,24,Sulf1,-179658,,,,,,,,
8,84810809,84811310,chr8-84810809-84811310,Stable,Opening,Stable,21,Syce2,60801,,,,,,,,
9,106384345,106384846,chr9-106384345-106384846,Stable,Stable,Stable,27,Parp3,85476,,,,,,,,
12,29904323,29904824,chr12-29904323-29904824,Stable,Stable,Stable,27,Pxdn,32784,,,,,,,,
16,38341559,38342060,chr16-38341559-38342060,Stable,Stable,Stable,27,Pla1a,54057,,,,,,,,
15,83555200,83555946,chr15-83555200-83555946,Stable,Stable,Stable,27,Scube1,49053,,,,,,,,
17,69192658,69193159,chr17-69192658-69193159,Stable,Stable,Stable,27,Epb41l3,-116975,,,,,,,,
1,40224744,40225245,chr1-40224744-40225245,Stable,Closing,Stable,24,Il1r1,0,,,Il1rl2,99365,,,,
12,69088033,69088534,chr12-69088033-69088534,Stable,Stable,Stable,27,Lrr1,80280,,,Pole2,113239,,,,
3,141509711,141510212,chr3-141509711-141510212,Stable,Stable,Stable,27,Unc5c,-44495,,,,,,,,
13,51730094,51730595,chr13-51730094-51730595,Stable,Stable,Stable,27,Cks2,-84862,,,,,,,,
1,192457477,192457978,chr1-192457477-192457978,Stable,Stable,Stable,27,Hhat,38733,,,,,,,,
7,68148483,68148984,chr7-68148483-68148984,Stable,Stable,Stable,27,Igf1r,-195656,,,,,,,,
9,109832415,109832916,chr9-109832415-109832916,Stable,Stable,Stable,27,Cdc25a,42663,,,Map4,98544,,,,
4,62824674,62825433,chr4-62824674-62825433,Stable,Stable,Stable,27,Zfp618,140140,,,,,,,,
9,70231986,70232759,chr9-70231986-70232759,Stable,Stable,Stable,27,Ccnb2,174933,,,,,,,,
13,113696619,113697120,chr13-113696619-113697120,Stable,Opening,Stable,21,Snx18,-104440,,,,,,,,
11,101468314,101468815,chr11-101468314-101468815,Stable,Stable,Stable,27,Brca1,19949,,,,,,,,
12,106114940,106115441,chr12-106114940-106115441,Stable,Stable,Stable,27,Vrk1,-104712,,,,,,,,
11,34833453,34833954,chr11-34833453-34833954,Stable,Stable,Stable,27,Spdl1,-24263,,,,,,,,
7,48834354,48834855,chr7-48834354-48834855,Stable,Stable,Stable,27,E2f8,31574,,,,,,,,
5,29973723,29974224,chr5-29973723-29974224,Stable,Closing,Stable,24,Tyms,83978,,,,,,,,
6,66399166,66399667,chr6-66399166-66399667,Stable,Opening,Stable,21,Mad2l1,135723,,,,,,,,
5,110458947,110459448,chr5-110458947-110459448,Stable,Opening,Stable,21,Pole,-172641,,,,,,,,
19,38981856,38982553,chr19-38981856-38982553,Stable,Stable,Stable,27,Hells,-50941,,,,,,,,
2,35322463,35323245,chr2-35322463-35323245,Stable,Stable,Stable,27,Ggta1,76934,,,,,,,,
9,91365643,91366144,chr9-91365643-91366144,Stable,Stable,Stable,27,Zic1,-7585,,,,,,,,
8,41135603,41136104,chr8-41135603-41136104,Stable,Stable,Stable,27,Asah1,204093,,,,,,,,
1,39256508,39257009,chr1-39256508-39257009,Stable,Stable,Stable,27,Rpl31,110833,,,,,,,,
11,73047742,73048243,chr11-73047742-73048243,Stable,Stable,Stable,27,Haspin,87242,,,,,,,,
15,99259484,99260439,chr15-99259484-99260439,Stable,Stable,Stable,27,Troap,-184909,,,,,,,,
13,3726253,3726754,chr13-3726253-3726754,Stable,Stable,Stable,27,Net1,155264,,,,,,,,
1,171065707,171066208,chr1-171065707-171066208,Stable,Stable,Stable,27,Adamts4,184213,,,,,,,,
15,6666070,6666571,chr15-6666070-6666571,Stable,Closing,Stable,24,Rictor,41808,,,,,,,,
13,15561425,15561926,chr13-15561425-15561926,Stable,Stable,Stable,27,Gli3,-98190,,,,,,,,
5,72868298,72868799,chr5-72868298-72868799,Stable,Stable,Stable,27,Nipal1,-220503,,,,,,,,
16,90727311,90727812,chr16-90727311-90727812,Stable,Stable,Stable,27,Mis18a,-7999,,,,,,,,
1,192522557,192523058,chr1-192522557-192523058,Stable,Stable,Stable,27,Hhat,-25846,,,,,,,,
8,33550313,33550814,chr8-33550313-33550814,Stable,Stable,Stable,27,Tex15,-33575,,,,,,,,
5,127228093,127228594,chr5-127228093-127228594,Stable,Stable,Stable,27,Tmem132c,13214,,,,,,,,
19,38124850,38125351,chr19-38124850-38125351,Stable,Stable,Stable,27,Cep55,-69839,,,Myof,-225814,,,,
9,106455233,106455734,chr9-106455233-106455734,Stable,Closing,Stable,24,Parp3,14588,,,,,,,,
16,24218184,24218685,chr16-24218184-24218685,Stable,Opening,Stable,21,Lpp,174822,,,,,,,,
19,5729303,5729804,chr19-5729303-5729804,Stable,Stable,Stable,27,Ehbp1l1,-21927,,,,,,,,
9,103558609,103559110,chr9-103558609-103559110,Stable,Stable,Stable,27,Cdv3,-205515,,,,,,,,
1,171189083,171189848,chr1-171189083-171189848,Stable,Stable,Stable,27,Adamts4,60573,,,,,,,,
6,33126530,33127031,chr6-33126530-33127031,Stable,Stable,Stable,27,Exoc4,122054,,,,,,,,
3,107273769,107274270,chr3-107273769-107274270,Stable,Stable,Stable,27,Slc16a4,16960,,,,,,,,
6,30509464,30509965,chr6-30509464-30509965,Stable,Stable,Stable,27,Mest,213582,,,,,,,,
13,24945507,24946008,chr13-24945507-24946008,Stable,Stable,Stable,27,Gmnn,-193662,,,,,,,,
2,71168500,71169001,chr2-71168500-71169001,Stable,Stable,Stable,27,Hat1,219957,,,,,,,,
12,84912537,84913038,chr12-84912537-84913038,Stable,Stable,Stable,27,Dlst,197795,,,,,,,,
18,12320728,12321229,chr18-12320728-12321229,Stable,Stable,Stable,27,Riok3,-191987,,,,,,,,
9,21866505,21867006,chr9-21866505-21867006,Stable,Stable,Stable,27,Kank2,-99721,,,,,,,,
6,83435117,83435618,chr6-83435117-83435618,Stable,Stable,Stable,27,Mob1a,-109101,,,,,,,,
1,20989501,20990002,chr1-20989501-20990002,Stable,Stable,Stable,27,Mcm3,-186533,,,,,,,,
13,81625662,81626163,chr13-81625662-81626163,Stable,Stable,Stable,27,Lysmd3,31500,,,,,,,,
11,69632532,69633033,chr11-69632532-69633033,Stable,Stable,Stable,27,Polr2a,100964,,,,,,,,
18,74267894,74268395,chr18-74267894-74268395,Stable,Stable,Stable,27,Ska1,-72595,,,,,,,,
16,95825107,95825827,chr16-95825107-95825827,Stable,Stable,Stable,27,Ets2,-123032,,,,,,,,
13,15545466,15545967,chr13-15545466-15545967,Stable,Stable,Stable,27,Gli3,-82231,,,,,,,,
8,41240586,41241087,chr8-41240586-41241087,Stable,Stable,Stable,27,Asah1,99110,,,,,,,,
7,67720090,67720814,chr7-67720090-67720814,Stable,Stable,Stable,27,Igf1r,232013,,,,,,,,
1,162665011,162665512,chr1-162665011-162665512,Stable,Opening,Stable,21,Prrc2c,5213,,,,,,,,
12,4507313,4507814,chr12-4507313-4507814,Stable,Opening,Stable,21,Itsn2,84824,,,,,,,,
17,69229486,69229987,chr17-69229486-69229987,Stable,Stable,Stable,27,Epb41l3,-153803,,,,,,,,
1,105844335,105845006,chr1-105844335-105845006,Stable,Stable,Stable,27,Tnfrsf11a,-63617,,,,,,,,
10,120421971,120422472,chr10-120421971-120422472,Stable,Stable,Stable,27,Hmga2,-60696,,,,,,,,
2,158570240,158570741,chr2-158570240-158570741,Stable,Stable,Stable,27,Fam83d,197352,,,,,,,,
8,122639604,122640105,chr8-122639604-122640105,Stable,Stable,Stable,27,Cdt1,-71589,,,Piezo1,-157906,,,,
2,127608150,127608805,chr2-127608150-127608805,Stable,Stable,Stable,27,Bub1,192317,,,,,,,,
12,54830519,54831020,chr12-54830519-54831020,Stable,Opening,Stable,21,Cfl2,27789,,,,,,,,
17,56502410,56502911,chr17-56502410-56502911,Stable,Opening,Stable,21,Uhrf1,-199089,,,,,,,,
14,99142138,99142639,chr14-99142138-99142639,Stable,Stable,Stable,27,Rpl36a-ps1,-148268,,,Klf5,156052,,,,
9,7595103,7595604,chr9-7595103-7595604,Stable,Stable,Stable,27,Tmem123,168437,,,,,,,,
4,13957811,13958312,chr4-13957811-13958312,Stable,Stable,Stable,27,Runx1t1,-214375,,,,,,,,
2,158863771,158864272,chr2-158863771-158864272,Stable,Stable,Stable,27,Fam83d,-95678,,,,,,,,
10,91181756,91182257,chr10-91181756-91182257,Stable,Stable,Stable,27,Tmpo,-34185,,,,,,,,
12,106055680,106056181,chr12-106055680-106056181,Stable,Stable,Stable,27,Vrk1,-45452,,,,,,,,
1,171085681,171086182,chr1-171085681-171086182,Stable,Stable,Stable,27,Adamts4,164239,,,,,,,,
11,69245538,69246039,chr11-69245538-69246039,Stable,Stable,Stable,27,Chd3,97234,,,Aurkb,-199891,,,,
12,110850011,110850512,chr12-110850011-110850512,Stable,Opening,Stable,21,Cinp,22098,,,,,,,,
7,114580454,114581627,chr7-114580454-114581627,Stable,Stable,Stable,27,Gm15500,123590,,,,,,,,
7,29908129,29908831,chr7-29908129-29908831,Stable,Stable,Stable,27,Zfp568,75124,,,,,,,,
12,110840548,110841049,chr12-110840548-110841049,Stable,Stable,Stable,27,Cinp,31561,,,,,,,,
2,18046843,18047344,chr2-18046843-18047344,Stable,Opening,Stable,21,Skida1,-6167,,,,,,,,
5,24416152,24416653,chr5-24416152-24416653,Stable,Stable,Stable,27,Chpf2,170088,,,,,,,,
4,10972942,10973443,chr4-10972942-10973443,Stable,Stable,Stable,27,Trp53inp1,182988,,,Ccne2,217908,,,,
7,127777397,127777898,chr7-127777397-127777898,Stable,Stable,Stable,27,Fus,189559,,,,,,,,
11,108025728,108026229,chr11-108025728-108026229,Stable,Stable,Stable,27,Prkca,-92341,,,,,,,,
14,79397618,79398119,chr14-79397618-79398119,Stable,Stable,Stable,27,Elf1,83075,,,,,,,,
16,38344810,38345311,chr16-38344810-38345311,Stable,Stable,Stable,27,Pla1a,50806,,,,,,,,
17,53494866,53495525,chr17-53494866-53495525,Stable,Stable,Stable,27,Sgo1,179261,,,,,,,,
17,26727143,26727644,chr17-26727143-26727644,Stable,Stable,Stable,27,Kifc5b,189447,,,,,,,,
19,9911304,9911805,chr19-9911304-9911805,Stable,Stable,Stable,27,Incenp,-39008,,,,,,,,
19,5559856,5560696,chr19-5559856-5560696,Stable,Stable,Stable,27,Ehbp1l1,146680,,,,,,,,
3,79452571,79453072,chr3-79452571-79453072,Stable,Stable,Stable,27,4930579G24Rik,176007,,,,,,,,
5,145191181,145191682,chr5-145191181-145191682,Stable,Stable,Stable,27,Arpc1b,-76966,,,,,,,,
11,73220567,73221068,chr11-73220567-73221068,Stable,Closing,Stable,24,Haspin,-85082,,,,,,,,
6,99099725,99100226,chr6-99099725-99100226,Stable,Closing,Stable,24,Foxp1,-174387,,,,,,,,
12,21528307,21528808,chr12-21528307-21528808,Stable,Closing,Stable,24,Ywhaq,-138236,,,,,,,,
1,153532070,153532571,chr1-153532070-153532571,Stable,Opening,Stable,21,Dhx9,-76312,,,,,,,,
1,44229031,44229631,chr1-44229031-44229631,Stable,Stable,Stable,27,Tex30,-142418,,,,,,,,
4,63862078,63862579,chr4-63862078-63862579,Stable,Stable,Stable,27,Tnc,97206,,,,,,,,
19,38901546,38902047,chr19-38901546-38902047,Stable,Stable,Stable,27,Hells,28868,,,,,,,,
3,147046564,147047065,chr3-147046564-147047065,Stable,Stable,Stable,27,Gm10288,-207753,,,,,,,,
16,10354958,10355459,chr16-10354958-10355459,Stable,Stable,Stable,27,Atf7ip2,-162246,,,,,,,,
16,52095572,52096073,chr16-52095572-52096073,Stable,Closing,Stable,24,Cblb,-64347,,,Alcam,152923,,,,
12,4593395,4593896,chr12-4593395-4593896,Stable,Stable,Stable,27,Itsn2,-757,,,,,,,,
18,66702947,66703589,chr18-66702947-66703589,Stable,Stable,Stable,27,Pmaip1,-244414,,,,,,,,
18,8126244,8126745,chr18-8126244-8126745,Stable,Stable,Stable,27,Gm4833,-75041,,,,,,,,
14,86730642,86731662,chr14-86730642-86731662,Stable,Stable,Stable,27,Diaph3,-75275,,,,,,,,
12,106046039,106046540,chr12-106046039-106046540,Stable,Stable,Stable,27,Vrk1,-35811,,,,,,,,
18,67985312,67985813,chr18-67985312-67985813,Stable,Stable,Stable,27,Cep192,-185205,,,,,,,,
2,35444717,35445218,chr2-35444717-35445218,Stable,Stable,Stable,27,Ggta1,-44538,,,,,,,,
11,90142332,90143216,chr11-90142332-90143216,Stable,Stable,Stable,27,Tmem100,-111984,,,,,,,,
15,39019394,39019895,chr15-39019394-39019895,Stable,Stable,Stable,27,Cthrc1,57037,,,,,,,,
19,6306584,6307085,chr19-6306584-6307085,Stable,Stable,Stable,27,Men1,27894,,,,,,,,
2,84742484,84742985,chr2-84742484-84742985,Stable,Stable,Stable,27,Selenoh,-73269,,,,,,,,
16,11804039,11804785,chr16-11804039-11804785,Stable,Stable,Stable,27,Cpped1,-318,,,,,,,,
14,78724773,78725274,chr14-78724773-78725274,Stable,Stable,Stable,27,Akap11,-232527,,,,,,,,
14,20768556,20769057,chr14-20768556-20769057,Stable,Closing,Stable,24,Vcl,160341,,,,,,,,
5,110448234,110449036,chr5-110448234-110449036,Stable,Opening,Stable,21,Pole,-161928,,,,,,,,
11,69070631,69071132,chr11-69070631-69071132,Stable,Opening,Stable,21,Aurkb,-24984,,,,,,,,
8,4765607,4766202,chr8-4765607-4766202,Stable,Stable,Stable,27,Shcbp1,-29631,,,,,,,,
14,55783183,55783869,chr14-55783183-55783869,Stable,Stable,Stable,27,Nynrin,70141,,,,,,,,
12,110991878,110992564,chr12-110991878-110992564,Stable,Stable,Stable,27,Cinp,-119268,,,,,,,,
3,95687476,95688334,chr3-95687476-95688334,Stable,Stable,Stable,27,BC028528,195620,,,,,,,,
13,23475607,23476108,chr13-23475607-23476108,Stable,Stable,Stable,27,Hist1h3f,67944,,,,,,,,
11,80302499,80303000,chr11-80302499-80303000,Stable,Stable,Stable,27,Atad5,-213099,,,,,,,,
5,88975636,88976137,chr5-88975636-88976137,Stable,Stable,Stable,27,Dck,-210640,,,,,,,,
4,59340628,59341302,chr4-59340628-59341302,Stable,Opening,Stable,21,Ptbp3,130566,,,,,,,,
17,78603668,78604727,chr17-78603668-78604727,Stable,Stable,Stable,27,Eif2ak2,247837,,,,,,,,
3,61340274,61340775,chr3-61340274-61340775,Stable,Stable,Stable,27,Rap2b,20863,,,,,,,,
10,127081336,127081837,chr10-127081336-127081837,Stable,Stable,Stable,27,Ctdsp2,-102619,,,,,,,,
16,22067336,22067837,chr16-22067336-22067837,Stable,Stable,Stable,27,Igf2bp2,-8327,,,,,,,,
7,134611890,134612391,chr7-134611890-134612391,Stable,Stable,Stable,27,Dock1,58263,,,,,,,,
8,122294132,122294633,chr8-122294132-122294633,Stable,Stable,Stable,27,Piezo1,187065,,,,,,,,
5,127319230,127319731,chr5-127319230-127319731,Stable,Stable,Stable,27,Tmem132c,-77422,,,,,,,,
12,24623818,24624319,chr12-24623818-24624319,Stable,Stable,Stable,27,Rrm2,83922,,,,,,,,
10,84401122,84401865,chr10-84401122-84401865,Stable,Stable,Stable,27,Ckap4,124440,,,,,,,,
2,51986117,51986618,chr2-51986117-51986618,Stable,Stable,Stable,27,Tnfaip6,51391,,,,,,,,
5,30281182,30281683,chr5-30281182-30281683,Stable,Stable,Stable,27,Tyms,-222980,,,,,,,,
6,72488812,72489313,chr6-72488812-72489313,Stable,Stable,Stable,27,Tcf7l1,137065,,,,,,,,
2,105230231,105230732,chr2-105230231-105230732,Stable,Stable,Stable,27,Rcn1,155559,,,,,,,,
11,98941908,98942409,chr11-98941908-98942409,Stable,Stable,Stable,27,Top2a,50534,,,,,,,,
8,8456057,8456558,chr8-8456057-8456558,Stable,Stable,Stable,27,Efnb2,160876,,,,,,,,
17,67935431,67935932,chr17-67935431-67935932,Stable,Stable,Stable,27,Arhgap28,-92718,,,,,,,,
5,145083577,145084214,chr5-145083577-145084214,Stable,Stable,Stable,27,Arpc1b,30001,,,,,,,,
2,137026727,137027228,chr2-137026727-137027228,Stable,Stable,Stable,27,Jag1,54228,,,,,,,,
7,109959312,109960153,chr7-109959312-109960153,Stable,Stable,Stable,27,Wee1,161893,,,,,,,,
7,19405328,19405829,chr7-19405328-19405829,Stable,Stable,Stable,27,Clptm1,225742,,,,,,,,
3,132032996,132033497,chr3-132032996-132033497,Stable,Stable,Stable,27,Dkk2,51795,,,,,,,,
9,52278439,52279216,chr9-52278439-52279216,Stable,Stable,Stable,27,Rdx,-231266,,,,,,,,
9,21601887,21602388,chr9-21601887-21602388,Stable,Stable,Stable,27,Kank2,164396,,,,,,,,
12,84907329,84907830,chr12-84907329-84907830,Stable,Stable,Stable,27,Dlst,203003,,,,,,,,
2,32751186,32751687,chr2-32751186-32751687,Stable,Stable,Stable,27,Rpl12,209872,,,,,,,,
7,19816027,19816877,chr7-19816027-19816877,Stable,Stable,Stable,27,Clptm1,-184456,,,,,,,,
10,14195846,14196347,chr10-14195846-14196347,Stable,Opening,Stable,21,Adgrg6,206236,,,,,,,,
7,80140864,80141365,chr7-80140864-80141365,Stable,Stable,Stable,27,Prc1,153085,,,,,,,,
13,15440852,15441652,chr13-15440852-15441652,Stable,Stable,Stable,27,Gli3,21583,,,,,,,,
3,87974206,87974707,chr3-87974206-87974707,Stable,Stable,Stable,27,Iqgap3,107264,,,,,,,,
2,128209830,128210773,chr2-128209830-128210773,Stable,Stable,Stable,27,Bcl2l11,-83792,,,,,,,,
9,66795368,66795869,chr9-66795368-66795869,Stable,Stable,Stable,27,Tpm1,226721,,,,,,,,
11,101657888,101658766,chr11-101657888-101658766,Stable,Stable,Stable,27,Brca1,-169124,,,,,,,,
13,6535397,6535898,chr13-6535397-6535898,Stable,Stable,Stable,27,Pitrm1,12251,,,,,,,,
8,13614820,13615321,chr8-13614820-13615321,Stable,Stable,Stable,27,Rasa3,-47872,,,,,,,,
11,49110986,49111487,chr11-49110986-49111487,Stable,Stable,Stable,27,Tgtp2,-53792,,,Mgat1,132704,,,,
19,5727707,5728208,chr19-5727707-5728208,Stable,Stable,Stable,27,Ehbp1l1,-20331,,,,,,,,
14,65970544,65971045,chr14-65970544-65971045,Stable,Stable,Stable,27,Esco2,-151506,,,Pbk,-164707,,,,
11,100702266,100702767,chr11-100702266-100702767,Stable,Stable,Stable,27,Stat3,182331,,,,,,,,
8,11043135,11044117,chr8-11043135-11044117,Stable,Stable,Stable,27,Col4a1,154306,,,,,,,,
2,151000699,151001501,chr2-151000699-151001501,Stable,Stable,Stable,27,Gins1,-95299,,,,,,,,
5,110176294,110177017,chr5-110176294-110177017,Stable,Stable,Stable,27,Pole,109289,,,,,,,,
11,29764940,29765441,chr11-29764940-29765441,Stable,Stable,Stable,27,Rps27a,-219094,,,,,,,,
14,57407300,57407801,chr14-57407300-57407801,Stable,Stable,Stable,27,Xpo4,169720,,,,,,,,
18,4796553,4797054,chr18-4796553-4797054,Stable,Closing,Stable,24,Svil,123486,,,,,,,,
18,60680755,60681256,chr18-60680755-60681256,Stable,Stable,Stable,27,Synpo,-86782,,,,,,,,
13,90929800,90930301,chr13-90929800-90930301,Stable,Stable,Stable,27,Rps23,-6842,,,,,,,,
10,128637019,128637520,chr10-128637019-128637520,Stable,Stable,Stable,27,Cdk2,60419,,,,,,,,
17,32036269,32036770,chr17-32036269-32036770,Stable,Stable,Stable,27,Notch3,84050,,,,,,,,
10,18070110,18070611,chr10-18070110-18070611,Stable,Stable,Stable,27,Abracl,-58850,,,,,,,,
13,43936625,43937126,chr13-43936625-43937126,Stable,Stable,Stable,27,Cd83,-151850,,,,,,,,
11,102898399,102898900,chr11-102898399-102898900,Stable,Opening,Stable,21,Gjc1,-98820,,,,,,,,
11,95982508,95983009,chr11-95982508-95983009,Stable,Stable,Stable,27,Igf2bp1,-25345,,,,,,,,
9,106418208,106418709,chr9-106418208-106418709,Stable,Stable,Stable,27,Parp3,51613,,,,,,,,
2,4918815,4919316,chr2-4918815-4919316,Stable,Stable,Stable,27,Mcm10,70398,,,,,,,,
9,21918014,21918515,chr9-21918014-21918515,Stable,Stable,Stable,27,Kank2,-151230,,,,,,,,
5,110230747,110231248,chr5-110230747-110231248,Stable,Stable,Stable,27,Pole,55058,,,,,,,,
19,37955431,37955932,chr19-37955431-37955932,Stable,Stable,Stable,27,Myof,-56395,,,Cep55,99079,,,,
11,107028044,107028545,chr11-107028044-107028545,Stable,Stable,Stable,27,Kpna2,-39415,,,,,,,,
18,60989040,60989541,chr18-60989040-60989541,Stable,Stable,Stable,27,Slc26a2,203378,,,,,,,,
16,11853930,11854636,chr16-11853930-11854636,Stable,Stable,Stable,27,Cpped1,-50209,,,,,,,,
12,54834881,54835382,chr12-54834881-54835382,Stable,Stable,Stable,27,Cfl2,23427,,,,,,,,
15,8949894,8950395,chr15-8949894-8950395,Stable,Stable,Stable,27,Skp2,161590,,,,,,,,
3,87838594,87839095,chr3-87838594-87839095,Stable,Stable,Stable,27,Iqgap3,242876,,,,,,,,
7,112377167,112377668,chr7-112377167-112377668,Stable,Stable,Stable,27,Mical2,-151311,,,,,,,,
2,20139202,20139877,chr2-20139202-20139877,Stable,Closing,Stable,24,Etl4,-229422,,,,,,,,
15,77933691,77934192,chr15-77933691-77934192,Stable,Stable,Stable,27,Myh9,-173104,,,,,,,,
4,40773830,40774577,chr4-40773830-40774577,Stable,Stable,Stable,27,B4galt1,30025,,,,,,,,
19,35127966,35128467,chr19-35127966-35128467,Stable,Stable,Stable,27,Kif20b,-205605,,,,,,,,
2,137116399,137117597,chr2-137116399-137117597,Stable,Stable,Stable,27,Jag1,-34943,,,,,,,,
5,33721680,33722181,chr5-33721680-33722181,Stable,Stable,Stable,27,Tacc3,-63552,,,Slbp,-86728,,,,
1,162862288,162862789,chr1-162862288-162862789,Stable,Stable,Stable,27,Prrc2c,-191563,,,,,,,,
15,83724806,83725307,chr15-83724806-83725307,Stable,Stable,Stable,27,Scube1,-119807,,,,,,,,
2,32713289,32713790,chr2-32713289-32713790,Stable,Stable,Stable,27,Rpl12,247769,,,,,,,,
8,75315808,75316497,chr8-75315808-75316497,Stable,Stable,Stable,27,Mcm5,-206239,,,,,,,,
15,94263909,94264410,chr15-94263909-94264410,Stable,Stable,Stable,27,Adamts20,5753,,,,,,,,
15,99225196,99225697,chr15-99225196-99225697,Stable,Stable,Stable,27,Troap,-150621,,,,,,,,
3,61363544,61364045,chr3-61363544-61364045,Stable,Stable,Stable,27,Rap2b,-1906,,,,,,,,
10,111549882,111550383,chr10-111549882-111550383,Stable,Stable,Stable,27,Nap1l1,-76659,,,,,,,,
15,94024028,94024529,chr15-94024028-94024529,Stable,Stable,Stable,27,Adamts20,245634,,,,,,,,
5,30774940,30775441,chr5-30774940-30775441,Stable,Stable,Stable,27,Cenpa,-108163,,,,,,,,
17,83252915,83253614,chr17-83252915-83253614,Stable,Stable,Stable,27,Eml4,97317,,,,,,,,
9,83606114,83606615,chr9-83606114-83606615,Stable,Stable,Stable,27,Ttk,228074,,,,,,,,
7,31055302,31055926,chr7-31055302-31055926,Stable,Stable,Stable,27,Scn1b,60598,,,,,,,,
15,83594806,83595307,chr15-83594806-83595307,Stable,Stable,Stable,27,Scube1,9692,,,,,,,,
16,17625370,17625871,chr16-17625370-17625871,Stable,Opening,Stable,21,Med15,25337,,,,,,,,
11,96034500,96035001,chr11-96034500-96035001,Stable,Stable,Stable,27,Igf2bp1,-77337,,,,,,,,
19,34778119,34778756,chr19-34778119-34778756,Stable,Stable,Stable,27,Kif20b,143605,,,,,,,,
2,25332410,25332911,chr2-25332410-25332911,Stable,Stable,Stable,27,Nrarp,-151652,,,,,,,,
11,59847990,59848491,chr11-59847990-59848491,Stable,Stable,Stable,27,Mprip,-186685,,,,,,,,
1,182990910,182991411,chr1-182990910-182991411,Stable,Stable,Stable,27,Disp1,94855,,,,,,,,
7,29766867,29767368,chr7-29766867-29767368,Stable,Stable,Stable,27,Zfp568,216587,,,,,,,,
