Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
2,25272164,25272665,chr2-25272164-25272665,Stable,Stable,Stable,27,Uap1l1,87224,,,Sapcd2,99656,,,,,,
12,8536007,8536508,chr12-8536007-8536508,Stable,Stable,Stable,27,Sdc1,234815,,,,,,,,,,
7,100590727,100591574,chr7-100590727-100591574,Stable,Opening,Stable,21,Coa4,-53656,,,,,,,,,,
4,86669501,86670002,chr4-86669501-86670002,Stable,Stable,Stable,27,Plin2,-21115,,,Rps6,184658,,,,,,
4,141338158,141338659,chr4-141338158-141338659,Stable,Stable,Stable,27,Fblim1,237403,,,,,,,,,,
11,78343355,78343856,chr11-78343355-78343856,Stable,Stable,Stable,27,Rpl23a,-162423,,,,,,,,,,
9,44343820,44344321,chr9-44343820-44344321,Stable,Stable,Stable,27,H2afx,-9126,,,,,,,,,,
13,97008277,97008778,chr13-97008277-97008778,Stable,Stable,Stable,27,Nsa2,120646,,,,,,,,,,
1,58952885,58953386,chr1-58952885-58953386,Stable,Stable,Stable,27,Casp8,-157511,,,,,,,,,,
8,84969260,84970013,chr8-84969260-84970013,Stable,Stable,Stable,27,Fbxw9,90042,,,,,,,,,,
15,34413837,34414338,chr15-34413837-34414338,Stable,Stable,Stable,27,Rpl30,26167,,,,,,,,,,
8,123141805,123142502,chr8-123141805-123142502,Stable,Stable,Stable,27,Fanca,125798,,,,,,,,,,
9,108774288,108775140,chr9-108774288-108775140,Stable,Stable,Stable,27,Col7a1,178446,,,,,,,,,,
2,102520012,102520513,chr2-102520012-102520513,Stable,Stable,Stable,27,Pamr1,29499,,,,,,,,,,
4,141767134,141767635,chr4-141767134-141767635,Stable,Closing,Stable,24,Fblim1,-191072,,,,,,,,,,
14,57679905,57680406,chr14-57679905-57680406,Stable,Opening,Stable,21,Micu2,235855,,,,,,,,,,
10,76902565,76903066,chr10-76902565-76903066,Stable,Stable,Stable,27,Col18a1,149112,,,,,,,,,,
4,141663984,141664485,chr4-141663984-141664485,Stable,Stable,Stable,27,Fblim1,-87922,,,,,,,,,,
4,89282000,89282884,chr4-89282000-89282884,Stable,Stable,Stable,27,Cdkn2a,-7529,,,Cdkn2b,23415,,,,,,
11,32938414,32938915,chr11-32938414-32938915,Stable,Stable,Stable,27,Npm1,213372,,,,,,,,,,
2,172413168,172413669,chr2-172413168-172413669,Stable,Closing,Stable,24,Aurka,-56978,,,Tfap2c,135924,,,,,,
3,107348918,107349419,chr3-107348918-107349419,Stable,Stable,Stable,27,Alx3,245612,,,,,,,,,,
1,93686183,93686684,chr1-93686183-93686684,Stable,Stable,Stable,27,Dtymk,105892,,,,,,,,,,
6,51211334,51211835,chr6-51211334-51211835,Stable,Stable,Stable,27,Hnrnpa2b1,249097,,,,,,,,,,
4,136146436,136147930,chr4-136146436-136147930,Stable,Stable,Stable,27,Tcea3,99799,,,,,,,,,,
1,86968249,86968750,chr1-86968249-86968750,Stable,Stable,Stable,27,Eif4e2,245164,,,,,,,,,,
2,22679843,22680344,chr2-22679843-22680344,Stable,Stable,Stable,27,Apbb1ip,93750,,,,,,,,,,
3,37701271,37701772,chr3-37701271-37701772,Stable,Stable,Stable,27,Rps23-ps1,12968,,,,,,,,,,
13,31849683,31850184,chr13-31849683-31850184,Stable,Stable,Stable,27,Foxf2,-223867,,,,,,,,,,
6,115697887,115698388,chr6-115697887-115698388,Stable,Closing,Stable,24,Rpl32,107117,,,,,,,,,,
17,56474497,56475481,chr17-56474497-56475481,Stable,Opening,Stable,21,Plin3,-197021,,,,,,,,,,
4,3974922,3975423,chr4-3974922-3975423,Stable,Opening,Stable,21,Rps20,-143588,,,Penk,158108,,,,,,
1,107538826,107539327,chr1-107538826-107539327,Stable,Stable,Stable,27,Serpinb7,-139171,,,,,,,,,,
1,169397362,169397863,chr1-169397362-169397863,Stable,Stable,Stable,27,Nuf2,100071,,,,,,,,,,
1,72865889,72866390,chr1-72865889-72866390,Stable,Stable,Stable,27,Rpl37a,-154599,,,,,,,,,,
3,87919314,87919815,chr3-87919314-87919815,Stable,Stable,Stable,27,Crabp2,28851,,,Iqgap3,162156,,,,,,
3,90446302,90446803,chr3-90446302-90446803,Stable,Stable,Stable,27,S100a6,166079,,,Rab13,-232607,,,,,,
11,85713594,85714438,chr11-85713594-85714438,Stable,Stable,Stable,27,Tbx2,118113,,,,,,,,,,
8,116978586,116979087,chr8-116978586-116979087,Stable,Stable,Stable,27,Cenpn,-56856,,,Cmc2,-89901,,,,,,
5,100108730,100109231,chr5-100108730-100109231,Stable,Stable,Stable,27,Hnrnpdl,-75153,,,,,,,,,,
7,24406823,24407324,chr7-24406823-24407324,Stable,Stable,Stable,27,Xrcc1,138965,,,,,,,,,,
13,55211043,55211544,chr13-55211043-55211544,Stable,Stable,Stable,27,Mxd3,113624,,,,,,,,,,
3,98085750,98086496,chr3-98085750-98086496,Stable,Closing,Stable,24,Hmgcs2,193939,,,,,,,,,,
4,119460704,119461205,chr4-119460704-119461205,Stable,Opening,Stable,21,Ppih,-160694,,,,,,,,,,
11,94044907,94045408,chr11-94044907-94045408,Stable,Opening,Stable,21,Nme2,-95093,,,,,,,,,,
5,145114116,145115005,chr5-145114116-145115005,Stable,Stable,Stable,27,Arpc1b,0,,,,,,,,,,
15,75841664,75842165,chr15-75841664-75842165,Stable,Stable,Stable,27,Gsdmd,20162,,,Eef1d,52040,,,,,,
2,22622938,22623625,chr2-22622938-22623625,Stable,Stable,Stable,27,Apbb1ip,150469,,,,,,,,,,
9,18473298,18473799,chr9-18473298-18473799,Stable,Stable,Stable,27,Naalad2,-151347,,,,,,,,,,
12,84772850,84773351,chr12-84772850-84773351,Stable,Stable,Stable,27,Npc2,-18288,,,,,,,,,,
8,84856848,84857349,chr8-84856848-84857349,Stable,Stable,Stable,27,Fbxw9,202706,,,,,,,,,,
5,5749254,5749755,chr5-5749254-5749755,Stable,Stable,Stable,27,Steap2,-84425,,,Gm8773,-175455,,,,,,
2,60221277,60221778,chr2-60221277-60221778,Stable,Closing,Stable,24,Pla2r1,195765,,,,,,,,,,
14,55497227,55497728,chr14-55497227-55497728,Stable,Opening,Stable,21,Dhrs4,-18469,,,Psme2,89713,,,,,,
7,49953584,49954085,chr7-49953584-49954085,Stable,Opening,Stable,21,Htatip2,-194469,,,,,,,,,,
15,55415722,55416223,chr15-55415722-55416223,Stable,Stable,Stable,27,Mtbp,141185,,,,,,,,,,
3,146047630,146048131,chr3-146047630-146048131,Stable,Stable,Stable,27,Rpl36a-ps2,-168610,,,,,,,,,,
4,43968588,43969089,chr4-43968588-43969089,Stable,Stable,Stable,27,Glipr2,-11187,,,,,,,,,,
11,75172806,75173915,chr11-75172806-75173915,Stable,Stable,Stable,27,Rpa1,124251,,,,,,,,,,
9,18277394,18277895,chr9-18277394-18277895,Stable,Stable,Stable,27,Naalad2,44056,,,,,,,,,,
11,98709300,98709801,chr11-98709300-98709801,Stable,Stable,Stable,27,Cdc6,198000,,,,,,,,,,
13,55190115,55190616,chr13-55190115-55190616,Stable,Stable,Stable,27,Mxd3,134552,,,,,,,,,,
4,136424504,136425005,chr4-136424504-136425005,Stable,Stable,Stable,27,Luzp1,44756,,,Tcea3,-176775,,,,,,
2,125379851,125380352,chr2-125379851-125380352,Stable,Stable,Stable,27,Fbn1,-79257,,,,,,,,,,
15,59154531,59155032,chr15-59154531-59155032,Stable,Stable,Stable,27,Nsmce2,219215,,,,,,,,,,
2,121473757,121474258,chr2-121473757-121474258,Stable,Stable,Stable,27,Serf2,-24562,,,,,,,,,,
11,101315889,101316390,chr11-101315889-101316390,Stable,Stable,Stable,27,Rpl27,125908,,,,,,,,,,
7,19830739,19831331,chr7-19830739-19831331,Stable,Stable,Stable,27,Bcl3,-22277,,,,,,,,,,
19,6276391,6277277,chr19-6276391-6277277,Stable,Opening,Stable,21,Cdca5,-191408,,,Tm7sf2,-213570,,,,,,
8,120498835,120499336,chr8-120498835-120499336,Stable,Stable,Stable,27,Gins2,79297,,,,,,,,,,
4,89145324,89145941,chr4-89145324-89145941,Stable,Stable,Stable,27,Cdkn2a,128530,,,Cdkn2b,160358,,,,,,
18,12946730,12947322,chr18-12946730-12947322,Stable,Stable,Stable,27,Osbpl1a,-191416,,,,,,,,,,
9,108783447,108783948,chr9-108783447-108783948,Stable,Stable,Stable,27,Col7a1,169638,,,,,,,,,,
11,70844608,70845109,chr11-70844608-70845109,Stable,Stable,Stable,27,Derl2,162055,,,,,,,,,,
10,61277945,61278446,chr10-61277945-61278446,Stable,Stable,Stable,27,Adamts14,-80833,,,,,,,,,,
3,28638857,28639358,chr3-28638857-28639358,Stable,Stable,Stable,27,Rpl22l1,166078,,,,,,,,,,
9,7968549,7969050,chr9-7968549-7969050,Stable,Opening,Stable,21,Yap1,-36550,,,Birc3,-119850,,,,,,
18,12908285,12909009,chr18-12908285-12909009,Stable,Stable,Stable,27,Osbpl1a,-152971,,,,,,,,,,
11,32347363,32348398,chr11-32347363-32348398,Stable,Stable,Stable,27,Sh3pxd2b,0,,,Mpg,-120858,,,,,,
4,152491330,152491831,chr4-152491330-152491831,Stable,Stable,Stable,27,Rpl22,-165588,,,,,,,,,,
5,3146401,3147201,chr5-3146401-3147201,Stable,Stable,Stable,27,Gm15772,89230,,,,,,,,,,
5,110269513,110270014,chr5-110269513-110270014,Stable,Stable,Stable,27,Pole,16292,,,,,,,,,,
5,105139398,105139899,chr5-105139398-105139899,Stable,Stable,Stable,27,Gbp9,-61768,,,,,,,,,,
4,145463779,145464280,chr4-145463779-145464280,Stable,Stable,Stable,27,Gm13212,120886,,,,,,,,,,
6,48803334,48803835,chr6-48803334-48803835,Stable,Stable,Stable,27,Tmem176a,37084,,,,,,,,,,
4,89464730,89465231,chr4-89464730-89465231,Stable,Closing,Stable,24,Cdkn2b,-158431,,,Cdkn2a,-190259,,,,,,
1,71691414,71692218,chr1-71691414-71692218,Stable,Closing,Stable,24,Fn1,-105894,,,,,,,,,,
3,85924081,85924757,chr3-85924081-85924757,Stable,Closing,Stable,24,Rps3a1,213183,,,,,,,,,,
2,131179981,131180482,chr2-131179981-131180482,Stable,Stable,Stable,27,Hspa12b,-52701,,,,,,,,,,
18,12655064,12655565,chr18-12655064-12655565,Stable,Stable,Stable,27,Osbpl1a,99749,,,,,,,,,,
13,34046339,34046840,chr13-34046339-34046840,Stable,Stable,Stable,27,Serpinb6a,-128421,,,,,,,,,,
6,124904448,124904949,chr6-124904448-124904949,Stable,Stable,Stable,27,Cdca3,-74901,,,,,,,,,,
19,38043528,38044029,chr19-38043528-38044029,Stable,Stable,Stable,27,Myof,-144492,,,,,,,,,,
2,36276465,36276966,chr2-36276465-36276966,Stable,Stable,Stable,27,Ptgs1,-46039,,,Lhx6,-194512,,,,,,
11,72221249,72221750,chr11-72221249-72221750,Stable,Stable,Stable,27,Pimreg,-179217,,,,,,,,,,
13,55105196,55105697,chr13-55105196-55105697,Stable,Stable,Stable,27,Mxd3,219471,,,,,,,,,,
15,55347163,55347664,chr15-55347163-55347664,Stable,Closing,Stable,24,Mtbp,209744,,,,,,,,,,
11,117728774,117729275,chr11-117728774-117729275,Stable,Closing,Stable,24,Tk1,86251,,,,,,,,,,
2,30415429,30416156,chr2-30415429-30416156,Stable,Opening,Stable,21,Ier5l,55381,,,,,,,,,,
11,102392994,102393495,chr11-102392994-102393495,Stable,Opening,Stable,21,BC030867,-144112,,,,,,,,,,
4,86924901,86925402,chr4-86924901-86925402,Stable,Opening,Stable,21,Rps6,-70241,,,,,,,,,,
16,85495772,85496273,chr16-85495772-85496273,Stable,Opening,Stable,21,Gm6278,147979,,,,,,,,,,
17,27556482,27556983,chr17-27556482-27556983,Stable,Stable,Stable,27,Rps10,73435,,,,,,,,,,
4,133498342,133498843,chr4-133498342-133498843,Stable,Stable,Stable,27,Sytl1,-245252,,,,,,,,,,
10,91033863,91034364,chr10-91033863-91034364,Stable,Stable,Stable,27,Apaf1,-44552,,,,,,,,,,
9,103996412,103996913,chr9-103996412-103996913,Stable,Stable,Stable,27,Ackr4,87244,,,,,,,,,,
16,18617594,18618242,chr16-18617594-18618242,Stable,Stable,Stable,27,Cdc45,162205,,,,,,,,,,
7,24364697,24365198,chr7-24364697-24365198,Stable,Stable,Stable,27,Xrcc1,181091,,,,,,,,,,
8,84198266,84198767,chr8-84198266-84198767,Stable,Stable,Stable,27,Asf1b,-242759,,,,,,,,,,
10,82795194,82795695,chr10-82795194-82795695,Stable,Stable,Stable,27,Glt8d2,-144761,,,,,,,,,,
15,68258232,68259225,chr15-68258232-68259225,Stable,Stable,Stable,27,Gm10240,50594,,,,,,,,,,
1,119863583,119864256,chr1-119863583-119864256,Stable,Stable,Stable,27,Tmem37,203121,,,,,,,,,,
19,53070846,53071347,chr19-53070846-53071347,Stable,Stable,Stable,27,Add3,69096,,,,,,,,,,
17,35438970,35439471,chr17-35438970-35439471,Stable,Stable,Stable,27,Tcf19,73263,,,,,,,,,,
12,8928587,8929088,chr12-8928587-8929088,Stable,Stable,Stable,27,Sdc1,-157264,,,,,,,,,,
11,115535310,115535811,chr11-115535310-115535811,Stable,Stable,Stable,27,Nup85,28623,,,,,,,,,,
5,5481617,5482241,chr5-5481617-5482241,Stable,Opening,Stable,21,Gm8773,91558,,,Steap2,182588,,,,,,
1,178934064,178934565,chr1-178934064-178934565,Stable,Stable,Stable,27,Smyd3,17395,,,,,,,,,,
5,99977537,99978038,chr5-99977537-99978038,Stable,Stable,Stable,27,Hnrnpdl,55539,,,,,,,,,,
11,68939574,68940075,chr11-68939574-68940075,Stable,Stable,Stable,27,Rpl26,-37991,,,Aurkb,105572,,,,,,
16,23225896,23226984,chr16-23225896-23226984,Stable,Stable,Stable,27,Kng1,-168031,,,,,,,,,,
18,61106821,61107322,chr18-61106821-61107322,Stable,Stable,Stable,27,Ppargc1b,190814,,,,,,,,,,
2,154580483,154580984,chr2-154580483-154580984,Stable,Stable,Stable,27,E2f1,-21076,,,,,,,,,,
7,80078702,80079203,chr7-80078702-80079203,Stable,Stable,Stable,27,Idh2,15643,,,Prc1,215247,,,,,,
9,54917004,54917505,chr9-54917004-54917505,Stable,Stable,Stable,27,Crabp1,-152256,,,,,,,,,,
13,6417075,6417576,chr13-6417075-6417576,Stable,Closing,Stable,24,Pitrm1,130573,,,,,,,,,,
4,136602502,136603003,chr4-136602502-136603003,Stable,Opening,Stable,21,Luzp1,-132741,,,,,,,,,,
14,55591201,55591702,chr14-55591201-55591702,Stable,Stable,Stable,27,Psme2,-3760,,,Dhrs4,-112443,,,,,,
2,69054263,69054764,chr2-69054263-69054764,Stable,Stable,Stable,27,Spc25,139131,,,,,,,,,,
3,32397613,32398114,chr3-32397613-32398114,Stable,Stable,Stable,27,Zmat3,-62821,,,,,,,,,,
5,113907998,113908499,chr5-113907998-113908499,Stable,Stable,Stable,27,Coro1c,-65562,,,Ung,221887,,,,,,
11,16792966,16793725,chr11-16792966-16793725,Stable,Stable,Stable,27,Fbxo48,157650,,,,,,,,,,
14,7840152,7840653,chr14-7840152-7840653,Stable,Stable,Stable,27,Flnb,-22195,,,,,,,,,,
11,51832391,51832892,chr11-51832391-51832892,Stable,Stable,Stable,27,Hnrnpab,-232291,,,,,,,,,,
9,57262120,57262621,chr9-57262120-57262621,Stable,Stable,Stable,27,Man2c1,-131430,,,,,,,,,,
11,51650584,51651085,chr11-51650584-51651085,Stable,Stable,Stable,27,Hnrnpab,-50484,,,,,,,,,,
9,44406993,44407729,chr9-44406993-44407729,Stable,Opening,Stable,21,H2afx,-72299,,,,,,,,,,
4,46389076,46389577,chr4-46389076-46389577,Stable,Opening,Stable,21,Tbc1d2,214813,,,,,,,,,,
7,16931951,16932561,chr7-16931951-16932561,Stable,Opening,Stable,21,Ccdc8,60147,,,Slc1a5,-150611,,,,,,
2,163197770,163198271,chr2-163197770-163198271,Stable,Opening,Stable,21,Mybl2,-143083,,,,,,,,,,
13,112509389,112510050,chr13-112509389-112510050,Stable,Opening,Stable,21,Il6st,-45319,,,,,,,,,,
1,178798392,178798893,chr1-178798392-178798893,Stable,Stable,Stable,27,Smyd3,153067,,,,,,,,,,
2,5911432,5911933,chr2-5911432-5911933,Stable,Stable,Stable,27,Nudt5,-66413,,,,,,,,,,
8,80688006,80688507,chr8-80688006-80688507,Stable,Stable,Stable,27,Gab1,75931,,,,,,,,,,
2,125470542,125471043,chr2-125470542-125471043,Stable,Stable,Stable,27,Fbn1,-169948,,,,,,,,,,
10,95684982,95685483,chr10-95684982-95685483,Stable,Stable,Stable,27,Ube2n,-169837,,,,,,,,,,
11,79339300,79339801,chr11-79339300-79339801,Stable,Stable,Stable,27,Wsb1,-99928,,,,,,,,,,
17,33890515,33891016,chr17-33890515-33891016,Stable,Stable,Stable,27,Tapbp,24883,,,Rps18,60983,Rps28,-71488,,,,
4,89447025,89447526,chr4-89447025-89447526,Stable,Stable,Stable,27,Cdkn2b,-140726,,,Cdkn2a,-172554,,,,,,
15,101859751,101860252,chr15-101859751-101860252,Stable,Stable,Stable,27,Eif4b,213521,,,,,,,,,,
16,22880835,22881336,chr16-22880835-22881336,Stable,Closing,Stable,24,Kng1,176529,,,,,,,,,,
19,46045142,46045643,chr19-46045142-46045643,Stable,Opening,Stable,21,Ldb1,-13572,,,,,,,,,,
4,137357493,137357994,chr4-137357493-137357994,Stable,Opening,Stable,21,Hspg2,110775,,,,,,,,,,
1,72871611,72872384,chr1-72871611-72872384,Stable,Opening,Stable,21,Rpl37a,-160321,,,,,,,,,,
7,79505816,79506317,chr7-79505816-79506317,Stable,Opening,Stable,21,Fanci,-113887,,,Ticrr,153879,,,,,,
3,86093337,86093838,chr3-86093337-86093838,Stable,Stable,Stable,27,Rps3a1,44102,,,,,,,,,,
11,59880011,59880512,chr11-59880011-59880512,Stable,Stable,Stable,27,Mprip,-218706,,,,,,,,,,
14,20694845,20695346,chr14-20694845-20695346,Stable,Stable,Stable,27,Sec24c,-20537,,,,,,,,,,
11,61854194,61854695,chr11-61854194-61854695,Stable,Stable,Stable,27,Specc1,102068,,,,,,,,,,
16,4643575,4644076,chr16-4643575-4644076,Stable,Stable,Stable,27,Nmral1,65983,,,,,,,,,,
4,130101446,130101947,chr4-130101446-130101947,Stable,Stable,Stable,27,Tinagl1,62507,,,Fabp3,206648,,,,,,
14,27347242,27347743,chr14-27347242-27347743,Stable,Closing,Stable,24,Arhgef3,-232343,,,,,,,,,,
10,128548946,128549447,chr10-128548946-128549447,Stable,Opening,Stable,21,Rpl41,-832,,,Esyt1,-38981,Ankrd52,-171831,,,,
16,38817057,38817558,chr16-38817057-38817558,Stable,Opening,Stable,21,Arhgap31,-218717,,,,,,,,,,
10,4388288,4388789,chr10-4388288-4388789,Stable,Stable,Stable,27,Akap12,-121908,,,,,,,,,,
17,12737876,12738377,chr17-12737876-12738377,Stable,Stable,Stable,27,Gm7162,81442,,,,,,,,,,
11,99097910,99098411,chr11-99097910-99098411,Stable,Stable,Stable,27,Top2a,-104967,,,Cdc6,-190109,,,,,,
8,120755388,120755889,chr8-120755388-120755889,Stable,Stable,Stable,27,Gins2,-176755,,,,,,,,,,
4,126468451,126468952,chr4-126468451-126468952,Stable,Stable,Stable,27,Clspn,87983,,,,,,,,,,
15,59597596,59598097,chr15-59597596-59598097,Stable,Stable,Stable,27,Nsmce2,-223349,,,,,,,,,,
2,152197158,152197659,chr2-152197158-152197659,Stable,Opening,Stable,21,Fam110a,-227760,,,,,,,,,,
13,73704775,73705276,chr13-73704775-73705276,Stable,Opening,Stable,21,Trip13,206071,,,,,,,,,,
15,89148717,89149602,chr15-89148717-89149602,Stable,Stable,Stable,27,Plxnb2,5947,,,,,,,,,,
3,148683373,148683874,chr3-148683373-148683874,Stable,Stable,Stable,27,Adgrl2,131709,,,,,,,,,,
6,72533513,72534486,chr6-72533513-72534486,Stable,Stable,Stable,27,Capg,9905,,,,,,,,,,
3,104790454,104790955,chr3-104790454-104790955,Stable,Closing,Stable,24,Mov10,3881,,,,,,,,,,
9,57130676,57131334,chr9-57130676-57131334,Stable,Stable,Stable,27,Man2c1,0,,,,,,,,,,
10,31133675,31134176,chr10-31133675-31134176,Stable,Stable,Stable,27,Tpd52l1,198200,,,,,,,,,,
18,56708701,56709202,chr18-56708701-56709202,Stable,Stable,Stable,27,Lmnb1,-888,,,,,,,,,,
11,33147378,33147879,chr11-33147378-33147879,Stable,Stable,Stable,27,Npm1,4408,,,,,,,,,,
19,53369614,53370115,chr19-53369614-53370115,Stable,Stable,Stable,27,Add3,-229171,,,,,,,,,,
4,4325436,4325937,chr4-4325436-4325937,Stable,Stable,Stable,27,Penk,-191905,,,,,,,,,,
7,79300756,79301257,chr7-79300756-79301257,Stable,Stable,Stable,27,Fanci,90672,,,,,,,,,,
11,101009201,101009702,chr11-101009201-101009702,Stable,Stable,Stable,27,Cavin1,-52468,,,,,,,,,,
16,33950779,33951280,chr16-33950779-33951280,Stable,Stable,Stable,27,Umps,3502,,,,,,,,,,
3,102992862,102993363,chr3-102992862-102993363,Stable,Closing,Stable,24,Dennd2c,109241,,,,,,,,,,
1,45354900,45355401,chr1-45354900-45355401,Stable,Stable,Stable,27,Col3a1,-43362,,,,,,,,,,
8,105544657,105545158,chr8-105544657-105545158,Stable,Stable,Stable,27,Fhod1,-215494,,,,,,,,,,
10,29535418,29535919,chr10-29535418-29535919,Stable,Stable,Stable,27,Gm10275,162827,,,,,,,,,,
13,52979380,52979881,chr13-52979380-52979881,Stable,Stable,Stable,27,Ror2,129431,,,,,,,,,,
11,101627718,101628219,chr11-101627718-101628219,Stable,Stable,Stable,27,Rpl27,-185420,,,,,,,,,,
12,17324512,17325013,chr12-17324512-17325013,Stable,Stable,Stable,27,Pdia6,-57967,,,,,,,,,,
14,76452812,76453313,chr14-76452812-76453313,Stable,Stable,Stable,27,Tsc22d1,-37851,,,,,,,,,,
2,31653972,31654473,chr2-31653972-31654473,Stable,Opening,Stable,21,Ass1,-183765,,,,,,,,,,
13,31658909,31659410,chr13-31658909-31659410,Stable,Stable,Stable,27,Foxf2,-33093,,,,,,,,,,
4,44112600,44113101,chr4-44112600-44113101,Stable,Stable,Stable,27,Glipr2,-155199,,,,,,,,,,
11,82845607,82846108,chr11-82845607-82846108,Stable,Stable,Stable,27,Slfn9,132282,,,,,,,,,,
8,22048001,22048502,chr8-22048001-22048502,Stable,Stable,Stable,27,Ckap2,119658,,,Vps36,144307,,,,,,
7,141443687,141444188,chr7-141443687-141444188,Stable,Stable,Stable,27,Rplp2,3182,,,,,,,,,,
11,102445414,102446094,chr11-102445414-102446094,Stable,Stable,Stable,27,BC030867,-196532,,,,,,,,,,
17,85679824,85680325,chr17-85679824-85680325,Stable,Stable,Stable,27,Six2,3952,,,,,,,,,,
3,89340413,89340914,chr3-89340413-89340914,Stable,Opening,Stable,21,Efna4,-7023,,,Cks1b,74558,,,,,,
10,95643848,95644349,chr10-95643848-95644349,Stable,Opening,Stable,21,Ube2n,-128703,,,,,,,,,,
14,75834306,75834807,chr14-75834306-75834807,Stable,Stable,Stable,27,Tpt1,10286,,,,,,,,,,
10,82763764,82764265,chr10-82763764-82764265,Stable,Stable,Stable,27,Glt8d2,-113331,,,,,,,,,,
2,131159881,131160606,chr2-131159881-131160606,Stable,Stable,Stable,27,Hspa12b,-32601,,,,,,,,,,
1,34218253,34218754,chr1-34218253-34218754,Stable,Stable,Stable,27,Gm3052,196296,,,,,,,,,,
9,114688700,114689201,chr9-114688700-114689201,Stable,Stable,Stable,27,Cmtm7,67635,,,,,,,,,,
12,104045633,104046134,chr12-104045633-104046134,Stable,Closing,Stable,24,Serpina3g,190111,,,Serpina3i,216988,,,,,,
8,54507552,54508185,chr8-54507552-54508185,Stable,Opening,Stable,21,Spcs3,12248,,,,,,,,,,
4,134396036,134396537,chr4-134396036-134396537,Stable,Stable,Stable,27,Aunip,114462,,,,,,,,,,
8,120736014,120736802,chr8-120736014-120736802,Stable,Stable,Stable,27,Gins2,-157381,,,,,,,,,,
13,73881267,73881768,chr13-73881267-73881768,Stable,Stable,Stable,27,Trip13,29579,,,,,,,,,,
6,108700605,108701106,chr6-108700605-108701106,Stable,Stable,Stable,27,Edem1,127535,,,,,,,,,,
10,22158253,22158754,chr10-22158253-22158754,Stable,Stable,Stable,27,Raet1d,201798,,,,,,,,,,
19,41618125,41618626,chr19-41618125-41618626,Stable,Closing,Stable,24,Arhgap19,147962,,,,,,,,,,
3,122848460,122848961,chr3-122848460-122848961,Stable,Closing,Stable,24,Pde5a,-119513,,,,,,,,,,
6,88902117,88902618,chr6-88902117-88902618,Stable,Opening,Stable,21,Mcm2,-18643,,,,,,,,,,
14,76556358,76556859,chr14-76556358-76556859,Stable,Stable,Stable,27,Tsc22d1,-141397,,,,,,,,,,
17,27512042,27512988,chr17-27512042-27512988,Stable,Stable,Stable,27,Rps10,117430,,,,,,,,,,
10,97422930,97423650,chr10-97422930-97423650,Stable,Stable,Stable,27,Kera,183229,,,,,,,,,,
18,36725662,36726163,chr18-36725662-36726163,Stable,Stable,Stable,27,Slc35a4,-46447,,,,,,,,,,
3,145681310,145681811,chr3-145681310-145681811,Stable,Stable,Stable,27,Ddah1,76864,,,Rpl36a-ps2,197209,,,,,,
1,135766034,135766535,chr1-135766034-135766535,Stable,Opening,Stable,21,Csrp1,-45973,,,,,,,,,,
17,35823322,35823823,chr17-35823322-35823823,Stable,Opening,Stable,21,Tubb5,10098,,,Nrm,37495,,,,,,
10,39239745,39240246,chr10-39239745-39240246,Stable,Stable,Stable,27,Gm6477,-41207,,,,,,,,,,
9,44482473,44482974,chr9-44482473-44482974,Stable,Stable,Stable,27,H2afx,-147779,,,,,,,,,,
4,11579278,11580319,chr4-11579278-11580319,Stable,Stable,Stable,27,Cdh17,177828,,,,,,,,,,
10,82811783,82812284,chr10-82811783-82812284,Stable,Stable,Stable,27,Glt8d2,-161350,,,,,,,,,,
4,46450729,46451230,chr4-46450729-46451230,Stable,Stable,Stable,27,Tbc1d2,153160,,,,,,,,,,
2,118544278,118544779,chr2-118544278-118544779,Stable,Stable,Stable,27,Bub1b,53432,,,,,,,,,,
8,84912978,84913479,chr8-84912978-84913479,Stable,Stable,Stable,27,Fbxw9,146576,,,,,,,,,,
13,53233287,53233788,chr13-53233287-53233788,Stable,Stable,Stable,27,Ror2,-123975,,,,,,,,,,
4,11633256,11633757,chr4-11633256-11633757,Stable,Opening,Stable,21,Cdh17,124390,,,,,,,,,,
12,113032613,113033114,chr12-113032613-113033114,Stable,Stable,Stable,27,Tedc1,123307,,,Cdca4,-212384,,,,,,
1,119997113,119997614,chr1-119997113-119997614,Stable,Stable,Stable,27,Tmem37,69763,,,,,,,,,,
14,43939311,43940116,chr14-43939311-43940116,Stable,Stable,Stable,27,Gm8113,-13921,,,,,,,,,,
13,6647445,6647946,chr13-6647445-6647946,Stable,Stable,Stable,27,Pitrm1,-99296,,,,,,,,,,
7,81464027,81464528,chr7-81464027-81464528,Stable,Stable,Stable,27,Rps17,-121295,,,,,,,,,,
14,55815178,55815679,chr14-55815178-55815679,Stable,Stable,Stable,27,Psme2,-227737,,,,,,,,,,
15,59263846,59264347,chr15-59263846-59264347,Stable,Closing,Stable,24,Nsmce2,109900,,,,,,,,,,
15,31245859,31246360,chr15-31245859-31246360,Stable,Closing,Stable,24,Dap,-21545,,,,,,,,,,
8,41115001,41115502,chr8-41115001-41115502,Stable,Stable,Stable,27,Asah1,224695,,,,,,,,,,
